data,produto,segmento,saldo_inicial,taxa_contratual,taxa_mercado,incentivo_refinanciamento,tam_realizada,principal_antecipado
2023-05-31,Credito_Pessoal,PF_A,128060338.3973836,0.22,0.098958165324491,0.121041834675509,0.0200175832101383,2563458.479788104
2023-06-30,Credito_Pessoal,PF_A,128021499.82838008,0.22,0.1024463281567644,0.1175536718432355,0.016682071862204,2135663.860044177
2023-07-31,Credito_Pessoal,PF_A,128320956.88752058,0.22,0.11189893458035,0.1081010654196499,0.0133929407937986,1718594.978198156
2023-08-31,Credito_Pessoal,PF_A,128740651.30709168,0.22,0.1142681799733235,0.1057318200266764,0.0096488969427009,1242205.276798322
2023-09-30,Credito_Pessoal,PF_A,127967936.64516796,0.22,0.113617952776971,0.106382047223029,0.0127581256592443,1632631.0160732665
2023-10-31,Credito_Pessoal,PF_A,128562098.8084852,0.22,0.1111732931762543,0.1088267068237456,0.0158207130229193,2033944.0708732407
2023-11-30,Credito_Pessoal,PF_A,129628089.8088696,0.22,0.1161805828118876,0.1038194171881123,0.0171541612437841,2223661.1543050767
2023-12-31,Credito_Pessoal,PF_A,128705812.13925882,0.22,0.1161740455114399,0.10382595448856,0.0133488946819391,1718080.3312004153
2024-01-31,Credito_Pessoal,PF_A,129323965.81517535,0.22,0.105736881701307,0.1142631182986929,0.026185548792277,3386419.01686404
2024-02-29,Credito_Pessoal,PF_A,128973616.24091104,0.22,0.1041693781956079,0.115830621804392,0.0234803810208283,3028349.6509706867
2024-03-31,Credito_Pessoal,PF_A,127673815.02105586,0.22,0.1009343904716442,0.1190656095283557,0.0189359374938135,2417623.380835425
2024-04-30,Credito_Pessoal,PF_A,127808427.1585887,0.22,0.1138523668180268,0.1061476331819731,0.0173492556379013,2217381.075452451
2024-05-31,Credito_Pessoal,PF_A,127424140.63745004,0.22,0.1236816200920791,0.0963183799079208,0.0184921579219704,2356347.331739098
2024-06-30,Credito_Pessoal,PF_A,128182831.76809692,0.22,0.1199635396221052,0.1000364603778947,0.0171154443652744,2193906.1257102024
2024-07-31,Credito_Pessoal,PF_A,126281450.89538588,0.22,0.1225427514126278,0.0974572485873721,0.0181085465343984,2286773.529970454
2024-08-31,Credito_Pessoal,PF_A,125505362.06824268,0.22,0.1077782940309359,0.112221705969064,0.0171078291116693,2147124.286861682
2024-09-30,Credito_Pessoal,PF_A,125297544.49079151,0.22,0.1052851012372768,0.1147148987627231,0.0161986339362189,2029649.0563134411
2024-10-31,Credito_Pessoal,PF_A,125821133.84172736,0.22,0.1038524837720276,0.1161475162279723,0.0134046379702276,1686586.748151919
2024-11-30,Credito_Pessoal,PF_A,125772637.1361074,0.22,0.112814035283119,0.1071859647168809,0.0191412526658063,2407445.8258670056
2024-12-31,Credito_Pessoal,PF_A,124935331.96749932,0.22,0.1074165953060957,0.1125834046939043,0.0147329875084593,1840670.6852423868
2025-01-31,Credito_Pessoal,PF_A,125562650.02253668,0.22,0.0976138849209467,0.1223861150790532,0.023150903480847,2906888.791471123
2025-02-28,Credito_Pessoal,PF_A,124624264.58571544,0.22,0.0886099860517939,0.131390013948206,0.0167133376482874,2082887.413190569
2025-03-31,Credito_Pessoal,PF_A,125035555.99521405,0.22,0.08717719754699,0.1328228024530099,0.0178196484436313,2228089.6507887007
2025-04-30,Credito_Pessoal,PF_A,125023625.83821906,0.22,0.080778045531546,0.1392219544684539,0.0198667085138207,2483807.9318688824
2025-05-31,Credito_Pessoal,PF_A,123727930.4063133,0.22,0.076485492893108,0.1435145071068919,0.0205060953837142,2537176.7425414245
2025-06-30,Credito_Pessoal,PF_A,123062445.3742728,0.22,0.0719191271210142,0.1480808728789857,0.019274331746773,2371946.3977128672
2025-07-31,Credito_Pessoal,PF_A,123102591.27131052,0.22,0.0758413359647896,0.1441586640352103,0.0185343463959655,2281626.068863432
2025-08-31,Credito_Pessoal,PF_A,123507098.81261736,0.22,0.0673585018049363,0.1526414981950636,0.0201293719982436,2486120.3364230106
2025-09-30,Credito_Pessoal,PF_A,122532688.43157694,0.22,0.0628865763222121,0.1571134236777879,0.0172619557110865,2115153.84086625
2025-10-31,Credito_Pessoal,PF_A,121264287.18137749,0.22,0.0803194130392986,0.1396805869607013,0.0193756173547402,2349570.4272217043
2025-11-30,Credito_Pessoal,PF_A,120666505.47107984,0.22,0.0787228175078631,0.1412771824921369,0.0135461421293694,1634565.6333655808
2025-12-31,Credito_Pessoal,PF_A,120656939.42677566,0.22,0.072903489046001,0.1470965109539989,0.0185732055841025,2240986.141122114
2026-01-31,Credito_Pessoal,PF_A,121518927.600173,0.22,0.0817163172857813,0.1382836827142186,0.0170400744331198,2070691.5713398496
2026-02-28,Credito_Pessoal,PF_A,120439290.46901932,0.22,0.104488355757868,0.1155116442421319,0.023437673569861,2822816.7749985512
2026-03-31,Credito_Pessoal,PF_A,120566207.90424556,0.22,0.0963472776309135,0.1236527223690864,0.019556705995331,2357877.8809552933
2026-04-30,Credito_Pessoal,PF_A,119765869.94732402,0.22,0.0982540947284184,0.1217459052715815,0.022577393615247,2704001.1874732226
2026-05-31,Credito_Pessoal,PF_A,117432898.90198907,0.22,0.1017350586372507,0.1182649413627492,0.015442912270501,1813505.955414038
2026-06-30,Credito_Pessoal,PF_A,117422879.56597954,0.22,0.1116009192758054,0.1083990807241945,0.0223786712587744,2627768.0200657244
2026-07-31,Credito_Pessoal,PF_A,116490100.4841971,0.22,0.1059432458365016,0.1140567541634983,0.0180957472291477,2107975.413060057
2019-01-31,Credito_Pessoal,PF_B,140226093.4394702,0.22,0.0924961687990007,0.1275038312009992,0.0164581086891891,2307856.2868871973
2019-02-28,Credito_Pessoal,PF_B,139906451.4459696,0.22,0.1001758067026001,0.1198241932973998,0.0227266404587699,3179603.61987491
2019-03-31,Credito_Pessoal,PF_B,137661308.3334607,0.22,0.0954851185884015,0.1245148814115985,0.0212898455610804,2930787.994155657
2019-04-30,Credito_Pessoal,PF_B,136017699.46665215,0.22,0.0868655878810023,0.1331344121189976,0.0192262964524666,2615116.6127283666
2019-05-31,Credito_Pessoal,PF_B,135232749.52074358,0.22,0.0867052634621955,0.1332947365378045,0.0158526551905151,2143798.1486176574
2019-06-30,Credito_Pessoal,PF_B,134400780.02276513,0.22,0.0872792912898914,0.1327207087101086,0.0179042784332409,2406348.987172349
2019-07-31,Credito_Pessoal,PF_B,134691308.56530666,0.22,0.0909218954516554,0.1290781045483445,0.0156703457649294,2110659.376749154
2019-08-31,Credito_Pessoal,PF_B,134629728.39967075,0.22,0.1046136604909653,0.1153863395090346,0.0158690647287008,2136447.874381786
2019-09-30,Credito_Pessoal,PF_B,133813147.38417988,0.22,0.1246573174034435,0.0953426825965564,0.0148197922268256,1983083.04145115
2019-10-31,Credito_Pessoal,PF_B,134403604.51067054,0.22,0.1253185137590496,0.0946814862409503,0.0197079041137641,2648813.3502405765
2019-11-30,Credito_Pessoal,PF_B,133491518.22703826,0.22,0.1216298544136267,0.0983701455863732,0.013007004231012,1736324.742383312
2019-12-31,Credito_Pessoal,PF_B,134293469.59475657,0.22,0.1096420237908731,0.1103579762091268,0.0179192389948279,2406436.7771131047
2020-01-31,Credito_Pessoal,PF_B,133512471.81027976,0.22,0.1128400097898549,0.107159990210145,0.0156716927202835,2092366.4325362283
2020-02-29,Credito_Pessoal,PF_B,133798896.96449617,0.22,0.0989146215945571,0.1210853784054428,0.0161782129100587,2164627.042222638
2020-03-31,Credito_Pessoal,PF_B,133346896.13066302,0.22,0.0961031752114358,0.1238968247885642,0.0189077914057349,2521295.29664078
2020-04-30,Credito_Pessoal,PF_B,133522757.91339782,0.22,0.0988610561923262,0.1211389438076737,0.0167388908955804,2235022.876789368
2020-05-31,Credito_Pessoal,PF_B,131998065.91318698,0.22,0.0743415384438752,0.1456584615561247,0.0141980140245719,1874110.3910518023
2020-06-30,Credito_Pessoal,PF_B,131242366.3754409,0.22,0.0610853261229509,0.158914673877049,0.0155019611371231,2034514.0630961568
2020-07-31,Credito_Pessoal,PF_B,131099624.7813108,0.22,0.0789376216979505,0.1410623783020494,0.0137415423141289,1801511.041298812
2020-08-31,Credito_Pessoal,PF_B,130806185.26813716,0.22,0.0889962114228459,0.1310037885771541,0.0134429617946052,1758422.5510576237
2020-09-30,Credito_Pessoal,PF_B,130739407.21448594,0.22,0.0908618786753766,0.1291381213246234,0.0183045481082852,2393125.769006249
2020-10-31,Credito_Pessoal,PF_B,130809644.75808103,0.22,0.0791643026828557,0.1408356973171442,0.0160084145696497,2094055.0229959767
2020-11-30,Credito_Pessoal,PF_B,130392871.33867848,0.22,0.0712538475945344,0.1487461524054656,0.0160916875027703,2098241.338170959
2020-12-31,Credito_Pessoal,PF_B,130524052.52947389,0.22,0.0646240519261123,0.1553759480738876,0.0200329795678139,2614785.67743123
2021-01-31,Credito_Pessoal,PF_B,129273934.59777224,0.22,0.0784904689484636,0.1415095310515363,0.0188317737521277,2434457.488392608
2021-02-28,Credito_Pessoal,PF_B,127417343.41131552,0.22,0.0774957360742573,0.1425042639257426,0.0200615911035399,2556194.64301714
2021-03-31,Credito_Pessoal,PF_B,127394653.23766944,0.22,0.080496116512525,0.1395038834874749,0.0189200614420463,2410314.66664489
2021-04-30,Credito_Pessoal,PF_B,128255907.46832263,0.22,0.0944614789012068,0.1255385210987932,0.0163112659549063,2092016.2170036696
2021-05-31,Credito_Pessoal,PF_B,128316099.54203124,0.22,0.0915950051152424,0.1284049948847575,0.0178647378264205,2292333.477227272
2021-06-30,Credito_Pessoal,PF_B,127953557.69759358,0.22,0.0878450086562747,0.1321549913437252,0.0168934940606116,2161582.666998427
2021-07-31,Credito_Pessoal,PF_B,127866948.55160178,0.22,0.078356620905947,0.1416433790940529,0.0188684996043024,2412657.4681492574
2021-08-31,Credito_Pessoal,PF_B,128418706.44884484,0.22,0.075494521880862,0.1445054781191379,0.016182652268319,2078155.2712089915
2021-09-30,Credito_Pessoal,PF_B,128911272.428156,0.22,0.0927868550490765,0.1272131449509235,0.0131283713313884,1692395.0532386105
2021-10-31,Credito_Pessoal,PF_B,129755046.19182576,0.22,0.1001910447448414,0.1198089552551585,0.0128015076981731,1661060.2227014715
2021-11-30,Credito_Pessoal,PF_B,130857447.92438596,0.22,0.1129682160963888,0.1070317839036112,0.0201985092276997,2643125.3694139523
2021-12-31,Credito_Pessoal,PF_B,130128863.83339204,0.22,0.1242698551561028,0.0957301448438971,0.0095124499636153,1237844.3060372516
2022-01-31,Credito_Pessoal,PF_B,130507368.4740834,0.22,0.1417205588133503,0.0782794411866496,0.0180264543069222,2352585.114514728
2022-02-28,Credito_Pessoal,PF_B,130541937.11048636,0.22,0.1323462878011676,0.0876537121988323,0.0168635575361863,2201401.4673479125
2022-03-31,Credito_Pessoal,PF_B,131046603.49230684,0.22,0.13633677105586,0.08366322894414,0.0174809273347694,2290816.153117361
2022-04-30,Credito_Pessoal,PF_B,131608194.97040528,0.22,0.1438972694672427,0.0761027305327572,0.0178467738311517,2348781.68996295
2022-05-31,Credito_Pessoal,PF_B,132324603.59735818,0.22,0.1541886637996614,0.0658113362003386,0.0150956703817859,1997528.5993062065
2022-06-30,Credito_Pessoal,PF_B,132960756.57909772,0.22,0.1399994034372261,0.0800005965627738,0.0132822181110519,1766013.769094064
2022-07-31,Credito_Pessoal,PF_B,132773720.24191236,0.22,0.1379858995795868,0.0820141004204132,0.0174377651262722,2315276.948519844
2022-08-31,Credito_Pessoal,PF_B,132609786.5668184,0.22,0.1372851417505953,0.0827148582494046,0.0144930421020513,1921919.2198569428
2022-09-30,Credito_Pessoal,PF_B,132774485.35704942,0.22,0.1502787596413933,0.0697212403586066,0.0099669852942164,1323361.343000874
2022-10-31,Credito_Pessoal,PF_B,133458812.03885622,0.22,0.1544238274525529,0.0655761725474471,0.0150425045896972,2007554.7926300352
2022-11-30,Credito_Pessoal,PF_B,133839925.29822178,0.22,0.1421471549925718,0.0778528450074281,0.0086424878011195,1156709.9216926317
2022-12-31,Credito_Pessoal,PF_B,134532544.25692585,0.22,0.1185963158209373,0.1014036841790626,0.0197899555325055,2662393.068519396
2023-01-31,Credito_Pessoal,PF_B,133720493.38511148,0.22,0.1073196719730987,0.1126803280269012,0.0125096229522786,1672792.9532404128
2023-02-28,Credito_Pessoal,PF_B,135372834.65166685,0.22,0.0984459555304342,0.1215540444695657,0.0199812747502748,2704921.802898477
2023-03-31,Credito_Pessoal,PF_B,134618903.84759942,0.22,0.0901472476762142,0.1298527523237858,0.0181126207992219,2438301.1577984923
2023-04-30,Credito_Pessoal,PF_B,134938249.04065514,0.22,0.0882742986574577,0.1317257013425422,0.0175306343875559,2365553.1088286955
2023-05-31,Credito_Pessoal,PF_B,135376475.42898762,0.22,0.098958165324491,0.121041834675509,0.0188679982948411,2554283.107555748
2023-06-30,Credito_Pessoal,PF_B,134993469.66927302,0.22,0.1024463281567644,0.1175536718432355,0.0166670073239331,2249937.1476609167
2023-07-31,Credito_Pessoal,PF_B,134621054.89591217,0.22,0.11189893458035,0.1081010654196499,0.0173501642257021,2335697.410681342
2023-08-31,Credito_Pessoal,PF_B,133679617.50275956,0.22,0.1142681799733235,0.1057318200266764,0.0098070455769561,1311002.101559633
2023-09-30,Credito_Pessoal,PF_B,134798723.48722464,0.22,0.113617952776971,0.106382047223029,0.0152110186535496,2050425.8974388505
2023-10-31,Credito_Pessoal,PF_B,135084466.396544,0.22,0.1111732931762543,0.1088267068237456,0.0150668725259009,2035300.4354260804
2023-11-30,Credito_Pessoal,PF_B,134824787.69628164,0.22,0.1161805828118876,0.1038194171881123,0.0164478717922505,2217580.82244584
2023-12-31,Credito_Pessoal,PF_B,134575316.18510762,0.22,0.1161740455114399,0.10382595448856,0.0142617733672756,1919282.6602614685
2024-01-31,Credito_Pessoal,PF_B,134437709.60626736,0.22,0.105736881701307,0.1142631182986929,0.0261573863448611,3516539.109489388
2024-02-29,Credito_Pessoal,PF_B,131706687.23934618,0.22,0.1041693781956079,0.115830621804392,0.0231813583765718,3053139.9174863524
2024-03-31,Credito_Pessoal,PF_B,129478170.02252322,0.22,0.1009343904716442,0.1190656095283557,0.0221233532258939,2864491.29045063
2024-04-30,Credito_Pessoal,PF_B,128310139.49246466,0.22,0.1138523668180268,0.1061476331819731,0.0161383380567875,2070712.4072429645
2024-05-31,Credito_Pessoal,PF_B,128511753.39852533,0.22,0.1236816200920791,0.0963183799079208,0.0190790076389947,2451876.724791075
2024-06-30,Credito_Pessoal,PF_B,126590432.23394138,0.22,0.1199635396221052,0.1000364603778947,0.0213511078496093,2702845.971355541
2024-07-31,Credito_Pessoal,PF_B,126892090.58717808,0.22,0.1225427514126278,0.0974572485873721,0.0218227457709837,2769133.8332326286
2024-08-31,Credito_Pessoal,PF_B,126374226.26240148,0.22,0.1077782940309359,0.112221705969064,0.0183663968970177,2321039.19708879
2024-09-30,Credito_Pessoal,PF_B,126982896.69993976,0.22,0.1052851012372768,0.1147148987627231,0.0223388528891136,2836652.248813467
2024-10-31,Credito_Pessoal,PF_B,126939742.54313923,0.22,0.1038524837720276,0.1161475162279723,0.0161329561605349,2047913.30147806
2024-11-30,Credito_Pessoal,PF_B,127032770.63891162,0.22,0.112814035283119,0.1071859647168809,0.0197799482437414,2512701.6284967475
2024-12-31,Credito_Pessoal,PF_B,125253337.1321728,0.22,0.1074165953060957,0.1125834046939043,0.0211784059306861,2652666.0179582457
2025-01-31,Credito_Pessoal,PF_B,126191765.39240016,0.22,0.0976138849209467,0.1223861150790532,0.0231930073192451,2926766.5383744068
2025-02-28,Credito_Pessoal,PF_B,126296388.01103497,0.22,0.0886099860517939,0.131390013948206,0.023322738469783,2945577.627259606
2025-03-31,Credito_Pessoal,PF_B,125299557.55698667,0.22,0.08717719754699,0.1328228024530099,0.024172546622383,3028809.3968102275
2025-04-30,Credito_Pessoal,PF_B,123699669.50658734,0.22,0.080778045531546,0.1392219544684539,0.0209259301075901,2588530.6384268464
2025-05-31,Credito_Pessoal,PF_B,123997552.05817904,0.22,0.076485492893108,0.1435145071068919,0.0262917262835798,3260109.6985475826
2025-06-30,Credito_Pessoal,PF_B,122043667.93872032,0.22,0.0719191271210142,0.1480808728789857,0.0245548493841238,2996763.8845212967
2025-07-31,Credito_Pessoal,PF_B,120986032.07127482,0.22,0.0758413359647896,0.1441586640352103,0.0217490412783386,2631330.205620565
2025-08-31,Credito_Pessoal,PF_B,120676854.9132588,0.22,0.0673585018049363,0.1526414981950636,0.0231623152544457,2795155.3574159094
2025-09-30,Credito_Pessoal,PF_B,119939602.29714713,0.22,0.0628865763222121,0.1571134236777879,0.0242022104089221,2902803.4911579923
2025-10-31,Credito_Pessoal,PF_B,119253387.79382108,0.22,0.0803194130392986,0.1396805869607013,0.021459245091247,2559087.676629134
2025-11-30,Credito_Pessoal,PF_B,118111016.30311586,0.22,0.0787228175078631,0.1412771824921369,0.0261232784762903,3085446.9700039597
2025-12-31,Credito_Pessoal,PF_B,117354446.77935538,0.22,0.072903489046001,0.1470965109539989,0.0238582842206026,2799875.745813452
2026-01-31,Credito_Pessoal,PF_B,115428840.96569385,0.22,0.0817163172857813,0.1382836827142186,0.0204902659051553,2365167.6445109574
2026-02-28,Credito_Pessoal,PF_B,115930191.902726,0.22,0.104488355757868,0.1155116442421319,0.0226299772578283,2623497.6062543606
2026-03-31,Credito_Pessoal,PF_B,113967048.4820914,0.22,0.0963472776309135,0.1236527223690864,0.0252648881646047,2879364.7343501253
2026-04-30,Credito_Pessoal,PF_B,112707035.78469436,0.22,0.0982540947284184,0.1217459052715815,0.0258150975885555,2909543.127698708
2026-05-31,Credito_Pessoal,PF_B,111736007.68197308,0.22,0.1017350586372507,0.1182649413627492,0.0218576631968162,2442288.0228694435
2026-06-30,Credito_Pessoal,PF_B,112118987.8641178,0.22,0.1116009192758054,0.1083990807241945,0.017510212416315,1963227.293402948
2026-07-31,Credito_Pessoal,PF_B,111460767.80523108,0.22,0.1059432458365016,0.1140567541634983,0.0186021591988146,2073410.9471350212
2019-01-31,Credito_Pessoal,PJ,107223578.37491047,0.22,0.0924961687990007,0.1275038312009992,0.0116468100390038,1248812.6490348266
2019-02-28,Credito_Pessoal,PJ,108551370.37480631,0.22,0.1001758067026001,0.1198241932973998,0.014580723290662,1582757.494257218
2019-03-31,Credito_Pessoal,PJ,108694054.6715049,0.22,0.0954851185884015,0.1245148814115985,0.0119955335465121,1303843.179118464
2019-04-30,Credito_Pessoal,PJ,108914925.97234005,0.22,0.0868655878810023,0.1331344121189976,0.0168678639597975,1837162.1544928504
2019-05-31,Credito_Pessoal,PJ,109729028.3181832,0.22,0.0867052634621955,0.1332947365378045,0.0142362754433483,1562132.671268626
2019-06-30,Credito_Pessoal,PJ,111327058.93107732,0.22,0.0872792912898914,0.1327207087101086,0.0134185191288236,1493844.2698223423
2019-07-31,Credito_Pessoal,PJ,111355050.40014537,0.22,0.0909218954516554,0.1290781045483445,0.0177547468193118,1977080.7269062912
2019-08-31,Credito_Pessoal,PJ,111525991.77989385,0.22,0.1046136604909653,0.1153863395090346,0.0109777344071109,1224302.7172493108
2019-09-30,Credito_Pessoal,PJ,112193095.87081812,0.22,0.1246573174034435,0.0953426825965564,0.0142699115663152,1600985.5564276977
2019-10-31,Credito_Pessoal,PJ,113618452.28812838,0.22,0.1253185137590496,0.0946814862409503,0.0090735220853791,1030919.5361429326
2019-11-30,Credito_Pessoal,PJ,114557829.08493008,0.22,0.1216298544136267,0.0983701455863732,0.0122942674710179,1408404.5916692943
2019-12-31,Credito_Pessoal,PJ,114459056.41589916,0.22,0.1096420237908731,0.1103579762091268,0.0136489326075892,1562243.9473488685
2020-01-31,Credito_Pessoal,PJ,114900538.4708665,0.22,0.1128400097898549,0.107159990210145,0.0174467897766172,2004645.5399213256
2020-02-29,Credito_Pessoal,PJ,115741090.45076302,0.22,0.0989146215945571,0.1210853784054428,0.0153408166826645,1775562.8512568567
2020-03-31,Credito_Pessoal,PJ,115815760.3988036,0.22,0.0961031752114358,0.1238968247885642,0.0182612069091196,2114935.563979573
2020-04-30,Credito_Pessoal,PJ,115291192.92057513,0.22,0.0988610561923262,0.1211389438076737,0.0176386544820394,2033581.5167481804
2020-05-31,Credito_Pessoal,PJ,115196076.86266848,0.22,0.0743415384438752,0.1456584615561247,0.0144826779156876,1668347.6783528202
2020-06-30,Credito_Pessoal,PJ,114857943.48529992,0.22,0.0610853261229509,0.158914673877049,0.0203191938393673,2333820.8176689115
