data,cooperativa,saldo_inicial,saldo_final,variacao_mensal
2020-08-31,Coop_02,42511201.55010399,43908150.33913869,0.0328607223060549
2020-09-30,Coop_02,43908150.33913869,46316601.31454376,0.0548520253484288
2020-10-31,Coop_02,46316601.31454376,47774759.00920413,0.0314823983901104
2020-11-30,Coop_02,47774759.00920413,45841358.000970304,-0.0404690897103499
2020-12-31,Coop_02,45841358.000970304,49341037.22765597,0.0763432712139895
2021-01-31,Coop_02,49341037.22765597,51477405.019972906,0.0432979911318015
2021-02-28,Coop_02,51477405.019972906,50868255.01421204,-0.0118333471845467
2021-03-31,Coop_02,50868255.01421204,49340331.46805769,-0.0300368775325093
2021-04-30,Coop_02,49340331.46805769,50508141.62636431,0.0236684700641429
2021-05-31,Coop_02,50508141.62636431,50319286.56618354,-0.0037391013428652
2021-06-30,Coop_02,50319286.56618354,51202381.86299904,0.0175498373899635
2021-07-31,Coop_02,51202381.86299904,52841843.18801137,0.0320192394447391
2021-08-31,Coop_02,52841843.18801137,52111280.07741676,-0.0138254660798879
2021-09-30,Coop_02,52111280.07741676,50388284.19076167,-0.0330637797439518
2021-10-31,Coop_02,50388284.19076167,51371039.46708745,0.0195036463755191
2021-11-30,Coop_02,51371039.46708745,50720241.60412552,-0.0126685749346941
2021-12-31,Coop_02,50720241.60412552,51283913.52798949,0.011113352500634
2022-01-31,Coop_02,51283913.52798949,49180430.7200012,-0.0410164252936793
2022-02-28,Coop_02,49180430.7200012,49041427.37897799,-0.0028263953566123
2022-03-31,Coop_02,49041427.37897799,50562855.0867884,0.0310233161864
2022-04-30,Coop_02,50562855.0867884,51938550.9324873,0.0272076377676377
2022-05-31,Coop_02,51938550.9324873,50817066.26626905,-0.0215925289805643
2022-06-30,Coop_02,50817066.26626905,49044096.7883412,-0.0348892529261317
2022-07-31,Coop_02,49044096.7883412,49365420.42647873,0.0065517291413126
2022-08-31,Coop_02,49365420.42647873,50630959.64546432,0.0256361478956792
2022-09-30,Coop_02,50630959.64546432,51652749.61937232,0.0201811299067393
2022-10-31,Coop_02,51652749.61937232,38076803.08316661,-0.2628310522914361
2022-11-30,Coop_02,38076803.08316661,40307435.17208991,0.0585824414946598
2022-12-31,Coop_02,40307435.17208991,40838689.7495837,0.0131800640558159
2023-01-31,Coop_02,40838689.7495837,38749375.12276877,-0.0511601777536516
2023-02-28,Coop_02,38749375.12276877,39257457.38792011,0.0131120118335224
2023-03-31,Coop_02,39257457.38792011,42301421.51175188,0.0775384939924413
2023-04-30,Coop_02,42301421.51175188,40649183.89056379,-0.0390586784590458
2023-05-31,Coop_02,40649183.89056379,40935368.90747422,0.0070403631640157
2023-06-30,Coop_02,40935368.90747422,40856701.76523895,-0.0019217401561246
2023-07-31,Coop_02,40856701.76523895,41238953.12733183,0.0093559035746273
2023-08-31,Coop_02,41238953.12733183,41766763.28645352,0.0127988253603818
2023-09-30,Coop_02,41766763.28645352,43683816.7695,0.0458990195122024
2023-10-31,Coop_02,43683816.7695,44075547.68430571,0.0089674150240283
2023-11-30,Coop_02,44075547.68430571,46310357.97858127,0.0507040845024216
2023-12-31,Coop_02,46310357.97858127,46397516.47777148,0.0018820519424732
2024-01-31,Coop_02,46397516.47777148,46107309.89073945,-0.0062547870891121
2024-02-29,Coop_02,46107309.89073945,45304055.79904392,-0.0174214044063512
2024-03-31,Coop_02,45304055.79904392,42694630.70827394,-0.0575980460192053
2024-04-30,Coop_02,42694630.70827394,43362901.98636688,0.0156523494174042
2024-05-31,Coop_02,43362901.98636688,46740438.85989917,0.0778900100965145
2024-06-30,Coop_02,46740438.85989917,47770515.94889164,0.022038241705005
2024-07-31,Coop_02,47770515.94889164,49205358.68480437,0.0300361573956586
2024-08-31,Coop_02,49205358.68480437,48789273.429574326,-0.0084560963755059
2024-09-30,Coop_02,48789273.429574326,48664779.36793285,-0.0025516686945785
2024-10-31,Coop_02,48664779.36793285,50633875.67165924,0.0404624520916641
2024-11-30,Coop_02,50633875.67165924,54497456.96726025,0.0763042774101436
2024-12-31,Coop_02,54497456.96726025,57662569.96008519,0.0580781777528886
2025-01-31,Coop_02,57662569.96008519,59633681.99772933,0.0341835620404807
2025-02-28,Coop_02,59633681.99772933,60064849.63628503,0.0072302702786677
2025-03-31,Coop_02,60064849.63628503,60866124.460900046,0.0133401619993562
2025-04-30,Coop_02,60866124.460900046,59626113.74763727,-0.0203727561799888
2025-05-31,Coop_02,59626113.74763727,56961669.38284418,-0.044685863245593
2025-06-30,Coop_02,56961669.38284418,55056988.35608637,-0.0334379425215979
2025-07-31,Coop_02,55056988.35608637,55483294.68345113,0.0077430012082677
2025-08-31,Coop_02,55483294.68345113,55249170.20754101,-0.0042197291499336
2025-09-30,Coop_02,55249170.20754101,52739175.00889216,-0.045430459665189
2025-10-31,Coop_02,52739175.00889216,52986715.91125856,0.0046936817332592
2025-11-30,Coop_02,52986715.91125856,52714096.00682586,-0.005145061356308
2025-12-31,Coop_02,52714096.00682586,50866482.23230389,-0.0350497099349428
2026-01-31,Coop_02,50866482.23230389,50512641.483371,-0.0069562653717023
2026-02-28,Coop_02,50512641.483371,50248290.897234336,-0.005233355025072
2026-03-31,Coop_02,50248290.897234336,49465306.959144026,-0.0155822998973564
2026-04-30,Coop_02,49465306.959144026,51366429.64616718,0.038433455767158
2026-05-31,Coop_02,51366429.64616718,48253544.15159451,-0.0606015546732659
2026-06-30,Coop_02,48253544.15159451,45189301.04189785,-0.063502964674884
2026-07-31,Coop_02,45189301.04189785,45465633.72874124,0.0061150024557182
2020-01-31,Coop_03,40961271.89392305,41786540.33844052,0.0201475297606641
2020-02-29,Coop_03,41786540.33844052,41248995.24189423,-0.0128640727897683
2020-03-31,Coop_03,41248995.24189423,33308989.70176329,-0.1924896714106319
2020-04-30,Coop_03,33308989.70176329,32994045.385274813,-0.0094552347371798
2020-05-31,Coop_03,32994045.385274813,34983173.86882188,0.0602874991629493
2020-06-30,Coop_03,34983173.86882188,34796085.47303481,-0.0053479537473818
2020-07-31,Coop_03,34796085.47303481,34940089.75789648,0.0041385196899022
2020-08-31,Coop_03,34940089.75789648,38176926.91594957,0.092639634885928
2020-09-30,Coop_03,38176926.91594957,38145751.334474176,-0.0008166079355739
2020-10-31,Coop_03,38145751.334474176,39117151.5943806,0.0254654902819681
2020-11-30,Coop_03,39117151.5943806,40236716.94683972,0.0286208301685225
2020-12-31,Coop_03,40236716.94683972,41508159.280466765,0.0315990575301374
2021-01-31,Coop_03,41508159.280466765,42177771.15943206,0.0161320542893938
2021-02-28,Coop_03,42177771.15943206,42716989.82976897,0.0127844278043678
2021-03-31,Coop_03,42716989.82976897,43123301.0280968,0.0095117001442989
2021-04-30,Coop_03,43123301.0280968,42512684.288992256,-0.0141597865781819
2021-05-31,Coop_03,42512684.288992256,43252114.12805949,0.0173931580993744
2021-06-30,Coop_03,43252114.12805949,46582639.55782739,0.0770026043098606
2021-07-31,Coop_03,46582639.55782739,48836021.95962947,0.0483738668137245
2021-08-31,Coop_03,48836021.95962947,49648513.24364238,0.0166371307778623
2021-09-30,Coop_03,49648513.24364238,51433578.02039916,0.0359540429337098
2021-10-31,Coop_03,51433578.02039916,50177510.54649133,-0.0244211568055727
2021-11-30,Coop_03,50177510.54649133,50021060.812000684,-0.0031179253969901
2021-12-31,Coop_03,50021060.812000684,51980623.09125285,0.0391747445464419
2022-01-31,Coop_03,51980623.09125285,54998142.5372893,0.0580508517710367
2022-02-28,Coop_03,54998142.5372893,53844264.12616037,-0.0209803160233382
2022-03-31,Coop_03,53844264.12616037,53255983.7277857,-0.0109255908298104
2022-04-30,Coop_03,53255983.7277857,57641515.61255675,0.0823481527857488
2022-05-31,Coop_03,57641515.61255675,58181567.25783258,0.0093691437419141
2022-06-30,Coop_03,58181567.25783258,62243668.66513103,0.0698176690445134
2022-07-31,Coop_03,62243668.66513103,63067775.21823335,0.0132400061046526
2022-08-31,Coop_03,63067775.21823335,63989593.36435291,0.0146163098813902
2022-09-30,Coop_03,63989593.36435291,63689342.6058135,-0.0046921810680964
2022-10-31,Coop_03,63689342.6058135,51688316.44006588,-0.1884306804676012
2022-11-30,Coop_03,51688316.44006588,50126033.04113694,-0.0302250780549303
2022-12-31,Coop_03,50126033.04113694,49808446.05847486,-0.0063357693277153
2023-01-31,Coop_03,49808446.05847486,51702549.11104538,0.0380277483530976
2023-02-28,Coop_03,51702549.11104538,51778334.58745569,0.0014657976775484
2023-03-31,Coop_03,51778334.58745569,51194870.86951988,-0.0112684913986623
2023-04-30,Coop_03,51194870.86951988,53310958.40190084,0.0413339753854292
2023-05-31,Coop_03,53310958.40190084,55689739.3286328,0.0446208621649379
2023-06-30,Coop_03,55689739.3286328,55147461.98587965,-0.0097374731735247
2023-07-31,Coop_03,55147461.98587965,55888248.38382003,0.0134328284795781
2023-08-31,Coop_03,55888248.38382003,53859693.98955508,-0.0362966178566481
2023-09-30,Coop_03,53859693.98955508,52494790.68007693,-0.0253418318667544
2023-10-31,Coop_03,52494790.68007693,53037890.39962786,0.0103457831246682
2023-11-30,Coop_03,53037890.39962786,53414418.98353687,0.0070992375652945
2023-12-31,Coop_03,53414418.98353687,51927326.134027824,-0.0278406632105722
2024-01-31,Coop_03,51927326.134027824,50937638.688588016,-0.0190590873653952
2024-02-29,Coop_03,50937638.688588016,49344484.935075656,-0.0312765529484445
2024-03-31,Coop_03,49344484.935075656,50426466.14357651,0.0219270949919622
2024-04-30,Coop_03,50426466.14357651,47256286.74372143,-0.0628673718842165
2024-05-31,Coop_03,47256286.74372143,45866706.0373607,-0.0294052030346069
2024-06-30,Coop_03,45866706.0373607,43151261.541712485,-0.0592029541741312
2024-07-31,Coop_03,43151261.541712485,44043013.47935823,0.0206657211350293
2024-08-31,Coop_03,44043013.47935823,41528347.92866811,-0.0570956742519146
2024-09-30,Coop_03,41528347.92866811,41823636.15810999,0.007110521948744
2024-10-31,Coop_03,41823636.15810999,44474557.93180727,0.0633833405511598
2024-11-30,Coop_03,44474557.93180727,47346288.55847619,0.0645701893444816
2024-12-31,Coop_03,47346288.55847619,44637760.55901736,-0.0572067649212586
2025-01-31,Coop_03,44637760.55901736,45371798.894485466,0.0164443360570834
2025-02-28,Coop_03,45371798.894485466,44073530.45083964,-0.0286139953733159
2025-03-31,Coop_03,44073530.45083964,42497471.524479225,-0.0357597612498589
2025-04-30,Coop_03,42497471.524479225,42583679.83818094,0.0020285515963474
2025-05-31,Coop_03,42583679.83818094,44669862.42533184,0.0489901904926593
2025-06-30,Coop_03,44669862.42533184,45875415.37935818,0.0269880605977126
2025-07-31,Coop_03,45875415.37935818,45002409.32142171,-0.0190299324969007
2025-08-31,Coop_03,45002409.32142171,46382911.77614395,0.0306761899093501
2025-09-30,Coop_03,46382911.77614395,43018768.85048347,-0.0725297916158587
2025-10-31,Coop_03,43018768.85048347,42143203.41949539,-0.0203531029451634
2025-11-30,Coop_03,42143203.41949539,41180812.62627421,-0.0228362040645437
2025-12-31,Coop_03,41180812.62627421,41540783.342626,0.0087412242108626
2026-01-31,Coop_03,41540783.342626,41495130.90538384,-0.0010989787281
2026-02-28,Coop_03,41495130.90538384,41538639.036598176,0.0010485117233041
2026-03-31,Coop_03,41538639.036598176,41533854.468537465,-0.0001151835537147
2026-04-30,Coop_03,41533854.468537465,41815630.66336857,0.006784253434618
2026-05-31,Coop_03,41815630.66336857,42857031.54319484,0.0249045838435377
2026-06-30,Coop_03,42857031.54319484,43338169.68981567,0.0112265859135834
2026-07-31,Coop_03,43338169.68981567,43166883.653168015,-0.0039523135811595
2020-01-31,Coop_04,44017482.79804783,45554323.45534904,0.0349143240278466
2020-02-29,Coop_04,45554323.45534904,44941120.98143768,-0.013460906175292
2020-03-31,Coop_04,44941120.98143768,33567813.505021214,-0.2530712903470755
2020-04-30,Coop_04,33567813.505021214,32473616.119619988,-0.0325966237043575
2020-05-31,Coop_04,32473616.119619988,34719640.03793848,0.0691645768689579
2020-06-30,Coop_04,34719640.03793848,33300633.624437064,-0.0408704241158851
2020-07-31,Coop_04,33300633.624437064,33097907.31272356,-0.0060877613921657
2020-08-31,Coop_04,33097907.31272356,32195769.24098712,-0.0272566498906604
2020-09-30,Coop_04,32195769.24098712,34854413.60118968,0.0825774448904282
2020-10-31,Coop_04,34854413.60118968,34449501.12959049,-0.0116172510096503
2020-11-30,Coop_04,34449501.12959049,34052317.6568029,-0.0115294404784987
2020-12-31,Coop_04,34052317.6568029,33814761.67752844,-0.0069762058978972
2021-01-31,Coop_04,33814761.67752844,34130797.76335589,0.0093460982762882
2021-02-28,Coop_04,34130797.76335589,33943233.25228709,-0.0054954622616578
2021-03-31,Coop_04,33943233.25228709,33989021.37861009,0.0013489618382159
2021-04-30,Coop_04,33989021.37861009,29994551.76787929,-0.1175223483558308
2021-05-31,Coop_04,29994551.76787929,30234526.00658658,0.008000594260064
2021-06-30,Coop_04,30234526.00658658,30434776.27924106,0.0066232317520325
2021-07-31,Coop_04,30434776.27924106,31723686.251911137,0.0423499079094337
2021-08-31,Coop_04,31723686.251911137,33367516.72769718,0.051817133189779
2021-09-30,Coop_04,33367516.72769718,33348504.512318857,-0.0005697821487129
2021-10-31,Coop_04,33348504.512318857,34501296.211857915,0.0345680178585885
2021-11-30,Coop_04,34501296.211857915,33378109.71141392,-0.0325549073155682
2021-12-31,Coop_04,33378109.71141392,34474813.661207736,0.0328569819943635
2022-01-31,Coop_04,34474813.661207736,33990902.665649936,-0.0140366529697102
2022-02-28,Coop_04,33990902.665649936,32785435.310183063,-0.0354644113845519
2022-03-31,Coop_04,32785435.310183063,32769186.72591952,-0.0004956037371417
2022-04-30,Coop_04,32769186.72591952,34572033.855710566,0.0550165356519222
2022-05-31,Coop_04,34572033.855710566,34998486.59288237,0.0123351937855795
2022-06-30,Coop_04,34998486.59288237,37041596.22549219,0.0583770851687432
2022-07-31,Coop_04,37041596.22549219,36293146.88253577,-0.0202056449835531
2022-08-31,Coop_04,36293146.88253577,37841949.25552455,0.0426747886591795
2022-09-30,Coop_04,37841949.25552455,37205235.70481164,-0.0168256013032931
2022-10-31,Coop_04,37205235.70481164,31428351.9265151,-0.1552707211460949
2022-11-30,Coop_04,31428351.9265151,32344557.863432925,0.029152210687346
2022-12-31,Coop_04,32344557.863432925,32822478.51774375,0.0147759216968966
2023-01-31,Coop_04,32822478.51774375,32170247.98738454,-0.0198714588237636
2023-02-28,Coop_04,32170247.98738454,33354458.72869312,0.0368107433232395
2023-03-31,Coop_04,33354458.72869312,35576131.87533463,0.0666079808013889
2023-04-30,Coop_04,35576131.87533463,35062657.3027057,-0.0144331197789641
2023-05-31,Coop_04,35062657.3027057,33020849.27866555,-0.0582331226755761
2023-06-30,Coop_04,33020849.27866555,33796052.841635,0.0234761848923826
2023-07-31,Coop_04,33796052.841635,33607088.505272314,-0.0055913137918252
2023-08-31,Coop_04,33607088.505272314,33654521.55138552,0.0014114000415646
2023-09-30,Coop_04,33654521.55138552,34511575.0500266,0.0254662214505853
2023-10-31,Coop_04,34511575.0500266,34167365.744530104,-0.009973735043896
2023-11-30,Coop_04,34167365.744530104,34050861.211735986,-0.0034098189970284
2023-12-31,Coop_04,34050861.211735986,34135845.92685363,0.0024958169072196
2024-01-31,Coop_04,34135845.92685363,36096656.29162525,0.0574413878294754
2024-02-29,Coop_04,36096656.29162525,36351225.65513296,0.0070524361439754
2024-03-31,Coop_04,36351225.65513296,34997194.28803358,-0.0372485753285236
2024-04-30,Coop_04,34997194.28803358,33742343.74953369,-0.035855746839939
2024-05-31,Coop_04,33742343.74953369,34109225.84772095,0.0108730472580859
2024-06-30,Coop_04,34109225.84772095,32965544.18640648,-0.0335299800241842
2024-07-31,Coop_04,32965544.18640648,31360760.98944778,-0.0486806220423456
2024-08-31,Coop_04,31360760.98944778,32246506.786300037,0.0282437596826903
2024-09-30,Coop_04,32246506.786300037,33212529.710783865,0.0299574441004024
2024-10-31,Coop_04,33212529.710783865,32983868.794113457,-0.0068847786862848
2024-11-30,Coop_04,32983868.794113457,33520782.690411348,0.0162780751903097
2024-12-31,Coop_04,33520782.690411348,33942616.85295922,0.0125842575468424
2025-01-31,Coop_04,33942616.85295922,34861941.718173005,0.0270846785089179
2025-02-28,Coop_04,34861941.718173005,35809009.82516474,0.0271662466378929
2025-03-31,Coop_04,35809009.82516474,32757989.064458467,-0.085202600563453
2025-04-30,Coop_04,32757989.064458467,32678797.82002592,-0.0024174635468837
2025-05-31,Coop_04,32678797.82002592,33467227.625892702,0.0241266465862346
2025-06-30,Coop_04,33467227.625892702,33187241.445948284,-0.0083659806863655
2025-07-31,Coop_04,33187241.445948284,33428416.195177343,0.0072670923740938
2025-08-31,Coop_04,33428416.195177343,34507301.59223205,0.0322744993587327
2025-09-30,Coop_04,34507301.59223205,34812083.301844336,0.0088323831638257
2025-10-31,Coop_04,34812083.301844336,36858239.37443911,0.0587771796032204
2025-11-30,Coop_04,36858239.37443911,38533244.32772554,0.0454445188298393
2025-12-31,Coop_04,38533244.32772554,38604540.64206836,0.0018502546459997
2026-01-31,Coop_04,38604540.64206836,38568576.03528449,-0.0009316159753672
2026-02-28,Coop_04,38568576.03528449,34952334.52231299,-0.0937613436820477
2026-03-31,Coop_04,34952334.52231299,34762628.03916729,-0.0054275768911685
2026-04-30,Coop_04,34762628.03916729,33324692.397002783,-0.0413644112448684
2026-05-31,Coop_04,33324692.397002783,33782674.77665532,0.0137430339700217
2026-06-30,Coop_04,33782674.77665532,34166124.17839776,0.0113504748892002
2026-07-31,Coop_04,34166124.17839776,35203235.21944138,0.0303549514609372
2020-01-31,Coop_05,53966704.71948191,54240886.33839983,0.005080569961481
2020-02-29,Coop_05,54240886.33839983,58895544.7257043,0.0858145709173119
2020-03-31,Coop_05,58895544.7257043,49976885.966336526,-0.1514318069542418
2020-04-30,Coop_05,49976885.966336526,49293576.211880326,-0.0136725156288541
2020-05-31,Coop_05,49293576.211880326,48946247.04337434,-0.0070461345107738
2020-06-30,Coop_05,48946247.04337434,50254308.58938508,0.0267244502903682
2020-07-31,Coop_05,50254308.58938508,48889715.83301283,-0.0271537465080254
2020-08-31,Coop_05,48889715.83301283,48673175.65976342,-0.0044291558983288
2020-09-30,Coop_05,48673175.65976342,48690872.74808001,0.000363590172137
2020-10-31,Coop_05,48690872.74808001,48219339.22182219,-0.0096842282679439
2020-11-30,Coop_05,48219339.22182219,49878062.23101877,0.03439953835879
2020-12-31,Coop_05,49878062.23101877,51296905.988743424,0.0284462485962874
2021-01-31,Coop_05,51296905.988743424,53699132.38774038,0.0468298497286386
2021-02-28,Coop_05,53699132.38774038,53399175.40622101,-0.005585881338892
2021-03-31,Coop_05,53399175.40622101,55967059.776705965,0.0480884648676765
2021-04-30,Coop_05,55967059.776705965,53631000.409751646,-0.0417398980091966
2021-05-31,Coop_05,53631000.409751646,51346671.04667536,-0.042593450534645
2021-06-30,Coop_05,51346671.04667536,49473387.41674852,-0.0364830590131924
2021-07-31,Coop_05,49473387.41674852,49786178.41859132,0.0063224092421232
2021-08-31,Coop_05,49786178.41859132,52180058.88945212,0.0480832340802215
2021-09-30,Coop_05,52180058.88945212,51393445.91982308,-0.0150749728223869
2021-10-31,Coop_05,51393445.91982308,50844344.509848855,-0.0106842691737552
2021-11-30,Coop_05,50844344.509848855,50764995.38000581,-0.0015606284358268
2021-12-31,Coop_05,50764995.38000581,52087371.94859175,0.0260489843185678
2022-01-31,Coop_05,52087371.94859175,51529157.54130719,-0.0107168856174101
2022-02-28,Coop_05,51529157.54130719,50876304.06046609,-0.0126695935270774
2022-03-31,Coop_05,50876304.06046609,48785856.0373255,-0.0410888342175191
2022-04-30,Coop_05,48785856.0373255,48102354.539730914,-0.0140102388911992
2022-05-31,Coop_05,48102354.539730914,50373322.56135269,0.0472111613527366
2022-06-30,Coop_05,50373322.56135269,50835871.07712139,0.0091824102967465
2022-07-31,Coop_05,50835871.07712139,49824496.10612648,-0.0198949078586769
2022-08-31,Coop_05,49824496.10612648,52279101.85221779,0.0492650390455126
2022-09-30,Coop_05,52279101.85221779,51521971.19354869,-0.0144824725721065
2022-10-31,Coop_05,51521971.19354869,40214623.45664516,-0.2194665203011365
2022-11-30,Coop_05,40214623.45664516,40534748.22361984,0.0079604069231134
2022-12-31,Coop_05,40534748.22361984,38651940.2402193,-0.0464492334580091
2023-01-31,Coop_05,38651940.2402193,41981129.31541075,0.0861325215371014
2023-02-28,Coop_05,41981129.31541075,42802056.10826136,0.0195546619692589
2023-03-31,Coop_05,42802056.10826136,42573662.373741925,-0.0053360458652206
2023-04-30,Coop_05,42573662.373741925,44253809.69402538,0.0394644770171268
2023-05-31,Coop_05,44253809.69402538,45607117.638144456,0.0305805975457471
2023-06-30,Coop_05,45607117.638144456,47973344.527860224,0.0518828422460253
2023-07-31,Coop_05,47973344.527860224,47149058.241801135,-0.0171821726037964
2023-08-31,Coop_05,47149058.241801135,47957502.84330972,0.0171465694471038
2023-09-30,Coop_05,47957502.84330972,46254749.73751271,-0.0355054580585727
2023-10-31,Coop_05,46254749.73751271,47611017.81101555,0.0293217038509431
2023-11-30,Coop_05,47611017.81101555,47858448.083811626,0.0051969120630484
