data,grupo_emissor,prazo_anos,spread
2019-01-14,Bancos_S1,3.0,0.0138751633470326
2019-01-14,Bancos_S1,4.0,0.0141470826498475
2019-01-15,Bancos_S1,0.5,0.0124816380900853
2019-01-15,Bancos_S1,1.0,0.0128267205516612
2019-01-15,Bancos_S1,2.0,0.0133130869644052
2019-01-15,Bancos_S1,3.0,0.0136581694259812
2019-01-15,Bancos_S1,4.0,0.0139258361780873
2019-01-16,Bancos_S1,0.5,0.0124275904578267
2019-01-16,Bancos_S1,1.0,0.0127711786531976
2019-01-16,Bancos_S1,2.0,0.0132554390160121
2019-01-16,Bancos_S1,3.0,0.013599027211383
2019-01-16,Bancos_S1,4.0,0.0138655349205749
2019-01-17,Bancos_S1,0.5,0.0124262306452656
2019-01-17,Bancos_S1,1.0,0.0127697812456139
2019-01-17,Bancos_S1,2.0,0.0132539886212202
2019-01-17,Bancos_S1,3.0,0.0135975392215685
2019-01-17,Bancos_S1,4.0,0.0138640177697954
2019-01-18,Bancos_S1,0.5,0.0125056789241076
2019-01-18,Bancos_S1,1.0,0.0128514260476553
2019-01-18,Bancos_S1,2.0,0.0133387292488335
2019-01-18,Bancos_S1,3.0,0.0136844763723812
2019-01-18,Bancos_S1,4.0,0.0139526586763655
2019-01-21,Bancos_S1,0.5,0.0129097740046695
2019-01-21,Bancos_S1,1.0,0.0132666932295155
2019-01-21,Bancos_S1,2.0,0.0137697426230862
2019-01-21,Bancos_S1,3.0,0.0141266618479322
2019-01-21,Bancos_S1,4.0,0.014403509906922
2019-01-22,Bancos_S1,0.5,0.0130066960118327
2019-01-22,Bancos_S1,1.0,0.0133662948597033
2019-01-22,Bancos_S1,2.0,0.0138731209698076
2019-01-22,Bancos_S1,3.0,0.0142327198176783
2019-01-22,Bancos_S1,4.0,0.014511646353762
2019-01-23,Bancos_S1,0.5,0.0124932454434958
2019-01-23,Bancos_S1,1.0,0.0128386488160017
2019-01-23,Bancos_S1,2.0,0.0133254675272981
2019-01-23,Bancos_S1,3.0,0.0136708708998041
2019-01-23,Bancos_S1,4.0,0.0139387865697658
2019-01-24,Bancos_S1,0.5,0.0122884195766323
2019-01-24,Bancos_S1,1.0,0.0126281600855124
2019-01-24,Bancos_S1,2.0,0.0131069974388024
2019-01-24,Bancos_S1,3.0,0.0134467379476825
2019-01-24,Bancos_S1,4.0,0.0137102611593678
2019-01-25,Bancos_S1,0.5,0.0123498736882289
2019-01-25,Bancos_S1,1.0,0.012691313231799
2019-01-25,Bancos_S1,2.0,0.0131725452399884
2019-01-25,Bancos_S1,3.0,0.0135139847835586
2019-01-25,Bancos_S1,4.0,0.0137788258689346
2019-01-28,Bancos_S1,0.5,0.012759953444124
2019-01-28,Bancos_S1,1.0,0.0131127305485644
2019-01-28,Bancos_S1,2.0,0.0136099419513152
2019-01-28,Bancos_S1,3.0,0.0139627190557555
2019-01-28,Bancos_S1,4.0,0.0142363542365518
2019-01-29,Bancos_S1,0.5,0.0132312508227602
2019-01-29,Bancos_S1,1.0,0.013597057984504
2019-01-29,Bancos_S1,2.0,0.0141126342215601
2019-01-29,Bancos_S1,3.0,0.0144784413833038
2019-01-29,Bancos_S1,4.0,0.0147621834617448
2019-01-30,Bancos_S1,0.5,0.0138738522832866
2019-01-30,Bancos_S1,1.0,0.014257425582152
2019-01-30,Bancos_S1,2.0,0.0147980417831074
2019-01-30,Bancos_S1,3.0,0.0151816150819728
2019-01-30,Bancos_S1,4.0,0.015479137646965
2019-01-31,Bancos_S1,0.5,0.0139144844370008
2019-01-31,Bancos_S1,1.0,0.0142991811015272
2019-01-31,Bancos_S1,2.0,0.0148413805974557
2019-01-31,Bancos_S1,3.0,0.015226077261982
2019-01-31,Bancos_S1,4.0,0.0155244711770757
2019-02-01,Bancos_S1,0.5,0.0141853353501981
2019-02-01,Bancos_S1,1.0,0.0145775202866301
2019-02-01,Bancos_S1,2.0,0.0151302739090354
2019-02-01,Bancos_S1,3.0,0.0155224588454673
2019-02-01,Bancos_S1,4.0,0.0158266611154994
2019-02-04,Bancos_S1,0.5,0.0136471392579397
2019-02-04,Bancos_S1,1.0,0.0140244445743261
2019-02-04,Bancos_S1,2.0,0.014556226550153
2019-02-04,Bancos_S1,3.0,0.0149335318665394
2019-02-04,Bancos_S1,4.0,0.0152261926066079
2019-02-05,Bancos_S1,0.5,0.0137978954721539
2019-02-05,Bancos_S1,1.0,0.0141793687771588
2019-02-05,Bancos_S1,2.0,0.0147170252030039
2019-02-05,Bancos_S1,3.0,0.0150984985080087
2019-02-05,Bancos_S1,4.0,0.0153943921912156
2019-02-06,Bancos_S1,0.5,0.0133997369773005
2019-02-06,Bancos_S1,1.0,0.013770202311035
2019-02-06,Bancos_S1,2.0,0.0142923438727696
2019-02-06,Bancos_S1,3.0,0.0146628092065042
2019-02-06,Bancos_S1,4.0,0.0149501644438459
2019-02-07,Bancos_S1,0.5,0.0133723948533866
2019-02-07,Bancos_S1,1.0,0.0137421042536966
2019-02-07,Bancos_S1,2.0,0.0142631803871093
2019-02-07,Bancos_S1,3.0,0.0146328897874194
2019-02-07,Bancos_S1,4.0,0.0149196586772439
2019-02-08,Bancos_S1,0.5,0.0144714063871199
2019-02-08,Bancos_S1,1.0,0.0148715003894047
2019-02-08,Bancos_S1,2.0,0.0154354012140453
2019-02-08,Bancos_S1,3.0,0.0158354952163302
2019-02-08,Bancos_S1,4.0,0.0161458322344436
2019-02-11,Bancos_S1,0.5,0.0145720339512913
2019-02-11,Bancos_S1,1.0,0.0149749100249114
2019-02-11,Bancos_S1,2.0,0.0155427319588692
2019-02-11,Bancos_S1,3.0,0.0159456080324893
2019-02-11,Bancos_S1,4.0,0.0162581029927798
2019-02-12,Bancos_S1,0.5,0.0142470133312599
2019-02-12,Bancos_S1,1.0,0.0146409034917479
2019-02-12,Bancos_S1,2.0,0.015196060492474
2019-02-12,Bancos_S1,3.0,0.015589950652962
2019-02-12,Bancos_S1,4.0,0.01589547559753
2019-02-13,Bancos_S1,0.5,0.014386724254806
2019-02-13,Bancos_S1,1.0,0.0147844770324488
2019-02-13,Bancos_S1,2.0,0.0153450780862885
2019-02-13,Bancos_S1,3.0,0.0157428308639312
2019-02-13,Bancos_S1,4.0,0.0160513518871284
2019-02-14,Bancos_S1,0.5,0.0141889091507493
2019-02-14,Bancos_S1,1.0,0.0145811928927934
2019-02-14,Bancos_S1,2.0,0.0151340857738874
2019-02-14,Bancos_S1,3.0,0.0155263695159315
2019-02-14,Bancos_S1,4.0,0.0158306484255504
2019-02-15,Bancos_S1,0.5,0.0138305027684894
2019-02-15,Bancos_S1,1.0,0.014212877574243
2019-02-15,Bancos_S1,2.0,0.0147518045940305
2019-02-15,Bancos_S1,3.0,0.0151341793997842
2019-02-15,Bancos_S1,4.0,0.0154307723412969
2019-02-18,Bancos_S1,0.5,0.0145897281214218
2019-02-18,Bancos_S1,1.0,0.0149930933894681
2019-02-18,Bancos_S1,2.0,0.0155616048042449
2019-02-18,Bancos_S1,3.0,0.0159649700722912
2019-02-18,Bancos_S1,4.0,0.0162778444812579
2019-02-19,Bancos_S1,0.5,0.0149677359075313
2019-02-19,Bancos_S1,1.0,0.0153815520359843
2019-02-19,Bancos_S1,2.0,0.0159647931112105
2019-02-19,Bancos_S1,3.0,0.0163786092396634
2019-02-19,Bancos_S1,4.0,0.0166995899657376
2019-02-20,Bancos_S1,0.5,0.0150811714439662
2019-02-20,Bancos_S1,1.0,0.0154981237484451
2019-02-20,Bancos_S1,2.0,0.0160857850155191
2019-02-20,Bancos_S1,3.0,0.0165027373199981
2019-02-20,Bancos_S1,4.0,0.0168261506531861
2019-02-21,Bancos_S1,0.5,0.0149254997522625
2019-02-21,Bancos_S1,1.0,0.0153381481688876
2019-02-21,Bancos_S1,2.0,0.0159197434467291
2019-02-21,Bancos_S1,3.0,0.0163323918633543
2019-02-21,Bancos_S1,4.0,0.0166524668417677
2019-02-22,Bancos_S1,0.5,0.0148001182249136
2019-02-22,Bancos_S1,1.0,0.0152093001922009
2019-02-22,Bancos_S1,2.0,0.0157860097841058
2019-02-22,Bancos_S1,3.0,0.016195191751393
2019-02-22,Bancos_S1,4.0,0.0165125779428093
2019-02-25,Bancos_S1,0.5,0.0153503088680245
2019-02-25,Bancos_S1,1.0,0.015774702071216
2019-02-25,Bancos_S1,2.0,0.0163728506960014
2019-02-25,Bancos_S1,3.0,0.016797243899193
2019-02-25,Bancos_S1,4.0,0.0171264288418163
2019-02-26,Bancos_S1,0.5,0.0154476429798214
2019-02-26,Bancos_S1,1.0,0.0158747271995808
2019-02-26,Bancos_S1,2.0,0.0164766685991968
2019-02-26,Bancos_S1,3.0,0.0169037528189562
2019-02-26,Bancos_S1,4.0,0.017235025076192
2019-02-27,Bancos_S1,0.5,0.0143101068083192
2019-02-27,Bancos_S1,1.0,0.0147057413273774
2019-02-27,Bancos_S1,2.0,0.0152633568634243
2019-02-27,Bancos_S1,3.0,0.0156589913824825
2019-02-27,Bancos_S1,4.0,0.0159658693566738
2019-02-28,Bancos_S1,0.5,0.015182673758801
2019-02-28,Bancos_S1,1.0,0.0156024323190298
2019-02-28,Bancos_S1,2.0,0.0161940487814392
2019-02-28,Bancos_S1,3.0,0.0166138073416681
2019-02-28,Bancos_S1,4.0,0.0169393973759227
2019-03-01,Bancos_S1,0.5,0.0152358628945385
2019-03-01,Bancos_S1,1.0,0.0156570919859394
2019-03-01,Bancos_S1,2.0,0.016250781045628
2019-03-01,Bancos_S1,3.0,0.0166720101370289
2019-03-01,Bancos_S1,4.0,0.0169987408038757
2019-03-04,Bancos_S1,0.5,0.0153471683680078
2019-03-04,Bancos_S1,1.0,0.0157714747451378
2019-03-04,Bancos_S1,2.0,0.0163695009954627
2019-03-04,Bancos_S1,3.0,0.0167938073725928
2019-03-04,Bancos_S1,4.0,0.0171229249676906
2019-03-05,Bancos_S1,0.5,0.0157286300905689
2019-03-05,Bancos_S1,1.0,0.0161634828198098
2019-03-05,Bancos_S1,2.0,0.0167763733185821
2019-03-05,Bancos_S1,3.0,0.0172112260478231
2019-03-05,Bancos_S1,4.0,0.0175485240291485
2019-03-06,Bancos_S1,0.5,0.0158819153815929
2019-03-06,Bancos_S1,1.0,0.0163210060213684
2019-03-06,Bancos_S1,2.0,0.0169398695195646
2019-03-06,Bancos_S1,3.0,0.01737896015934
2019-03-06,Bancos_S1,4.0,0.0177195453194554
2019-03-07,Bancos_S1,0.5,0.0161369561999545
2019-03-07,Bancos_S1,1.0,0.0165830980066335
2019-03-07,Bancos_S1,2.0,0.0172118995664074
2019-03-07,Bancos_S1,3.0,0.0176580413730864
2019-03-07,Bancos_S1,4.0,0.0180040958431603
2019-03-08,Bancos_S1,0.5,0.015964387818173
2019-03-08,Bancos_S1,1.0,0.01640575859067
2019-03-08,Bancos_S1,2.0,0.0170278357554411
2019-03-08,Bancos_S1,3.0,0.0174692065279381
2019-03-08,Bancos_S1,4.0,0.0178115602963946
2019-03-11,Bancos_S1,0.5,0.0154991179380532
2019-03-11,Bancos_S1,1.0,0.0159276252967602
2019-03-11,Bancos_S1,2.0,0.0165315724980667
2019-03-11,Bancos_S1,3.0,0.0169600798567737
2019-03-11,Bancos_S1,4.0,0.0172924559863366
2019-03-12,Bancos_S1,0.5,0.0155861134740534
2019-03-12,Bancos_S1,1.0,0.0160170260165587
2019-03-12,Bancos_S1,2.0,0.0166243631340335
2019-03-12,Bancos_S1,3.0,0.0170552756765387
2019-03-12,Bancos_S1,4.0,0.0173895174115935
2019-03-13,Bancos_S1,0.5,0.0160919972682693
2019-03-13,Bancos_S1,1.0,0.0165368960859509
2019-03-13,Bancos_S1,2.0,0.0171639457511283
2019-03-13,Bancos_S1,3.0,0.0176088445688099
2019-03-13,Bancos_S1,4.0,0.0179539349017141
2019-03-14,Bancos_S1,0.5,0.0158380460304396
2019-03-14,Bancos_S1,1.0,0.0162759238050788
2019-03-14,Bancos_S1,2.0,0.0168930778658761
2019-03-14,Bancos_S1,3.0,0.0173309556405153
2019-03-14,Bancos_S1,4.0,0.0176706000293429
2019-03-15,Bancos_S1,0.5,0.0155561486012774
2019-03-15,Bancos_S1,1.0,0.0159862326986712
2019-03-15,Bancos_S1,2.0,0.0165924021883415
2019-03-15,Bancos_S1,3.0,0.0170224862857353
2019-03-15,Bancos_S1,4.0,0.017356085428839
2019-03-18,Bancos_S1,0.5,0.0159854852147771
2019-03-18,Bancos_S1,1.0,0.0164274392714151
2019-03-18,Bancos_S1,2.0,0.0170503385290101
2019-03-18,Bancos_S1,3.0,0.0174922925856482
2019-03-18,Bancos_S1,4.0,0.0178350987844337
2019-03-19,Bancos_S1,0.5,0.0158014658633737
2019-03-19,Bancos_S1,1.0,0.0162383322984752
2019-03-19,Bancos_S1,2.0,0.0168540609562521
2019-03-19,Bancos_S1,3.0,0.0172909273913535
2019-03-19,Bancos_S1,4.0,0.0176297873242916
2019-03-20,Bancos_S1,0.5,0.0156353689846688
2019-03-20,Bancos_S1,1.0,0.0160676433045887
2019-03-20,Bancos_S1,2.0,0.0166768997395308
2019-03-20,Bancos_S1,3.0,0.0171091740594507
2019-03-20,Bancos_S1,4.0,0.01744447207113
2019-03-21,Bancos_S1,0.5,0.015483729040459
2019-03-21,Bancos_S1,1.0,0.0159118109390922
2019-03-21,Bancos_S1,2.0,0.0165151584881043
2019-03-21,Bancos_S1,3.0,0.0169432403867375
2019-03-21,Bancos_S1,4.0,0.0172752865038287
2019-03-22,Bancos_S1,0.5,0.0154450776793418
2019-03-22,Bancos_S1,1.0,0.0158720909757017
2019-03-22,Bancos_S1,2.0,0.0164739324144005
2019-03-22,Bancos_S1,3.0,0.0169009457107604
2019-03-22,Bancos_S1,4.0,0.0172321629555337
2019-03-25,Bancos_S1,0.5,0.0148571798111043
2019-03-25,Bancos_S1,1.0,0.015267939372012
2019-03-25,Bancos_S1,2.0,0.0158468724572422
2019-03-25,Bancos_S1,3.0,0.0162576320181499
2019-03-25,Bancos_S1,4.0,0.0165762418862451
2019-03-26,Bancos_S1,0.5,0.0146489037374115
2019-03-26,Bancos_S1,1.0,0.0150539050461027
2019-03-26,Bancos_S1,2.0,0.015624722330659
2019-03-26,Bancos_S1,3.0,0.0160297236393503
2019-03-26,Bancos_S1,4.0,0.0163438670600302
2019-03-27,Bancos_S1,0.5,0.0147219900328544
2019-03-27,Bancos_S1,1.0,0.015129011973658
2019-03-27,Bancos_S1,2.0,0.0157026771792227
2019-03-27,Bancos_S1,3.0,0.0161096991200262
2019-03-27,Bancos_S1,4.0,0.0164254098647371
2019-03-28,Bancos_S1,0.5,0.0147921141827874
2019-03-28,Bancos_S1,1.0,0.0152010748606461
2019-03-28,Bancos_S1,2.0,0.015777472562619
2019-03-28,Bancos_S1,3.0,0.0161864332404778
2019-03-28,Bancos_S1,4.0,0.0165036477864783
2019-03-29,Bancos_S1,0.5,0.0152023173731638
2019-03-29,Bancos_S1,1.0,0.0156226190245118
2019-03-29,Bancos_S1,2.0,0.0162150009308622
2019-03-29,Bancos_S1,3.0,0.0166353025822102
2019-03-29,Bancos_S1,4.0,0.0169613138706638
2019-04-01,Bancos_S1,0.5,0.0158586291825327
2019-04-01,Bancos_S1,1.0,0.0162970760238873
2019-04-01,Bancos_S1,2.0,0.0169150321391725
2019-04-01,Bancos_S1,3.0,0.0173534789805271
2019-04-01,Bancos_S1,4.0,0.0176935647717916
2019-04-02,Bancos_S1,0.5,0.0163926021078487
2019-04-02,Bancos_S1,1.0,0.0168458118104682
2019-04-02,Bancos_S1,2.0,0.0174845750100732
2019-04-02,Bancos_S1,3.0,0.0179377847126927
2019-04-02,Bancos_S1,4.0,0.0182893214687744
2019-04-03,Bancos_S1,0.5,0.0167061803093566
2019-04-03,Bancos_S1,1.0,0.0171680595741676
2019-04-03,Bancos_S1,2.0,0.0178190418353958
2019-04-03,Bancos_S1,3.0,0.0182809211002067
2019-04-03,Bancos_S1,4.0,0.018639182491158
2019-04-04,Bancos_S1,0.5,0.0166309143576476
2019-04-04,Bancos_S1,1.0,0.0170907127289331
2019-04-04,Bancos_S1,2.0,0.0177387621354615
2019-04-04,Bancos_S1,3.0,0.018198560506747
2019-04-04,Bancos_S1,4.0,0.0185552078312838
2019-04-05,Bancos_S1,0.5,0.0163832762551498
2019-04-05,Bancos_S1,1.0,0.0168362281239672
2019-04-05,Bancos_S1,2.0,0.0174746279272382
2019-04-05,Bancos_S1,3.0,0.0179275797960556
2019-04-05,Bancos_S1,4.0,0.0182789165607032
2019-04-08,Bancos_S1,0.5,0.0163703038337206
2019-04-08,Bancos_S1,1.0,0.0168228970512866
2019-04-08,Bancos_S1,2.0,0.0174607913640099
2019-04-08,Bancos_S1,3.0,0.017913384581576
2019-04-08,Bancos_S1,4.0,0.0182644431547005
2019-04-09,Bancos_S1,0.5,0.0165641477861929
2019-04-09,Bancos_S1,1.0,0.0170221002480983
2019-04-09,Bancos_S1,2.0,0.0176675479914784
2019-04-09,Bancos_S1,3.0,0.0181255004533838
2019-04-09,Bancos_S1,4.0,0.0184807159793697
2019-04-10,Bancos_S1,0.5,0.0168431024157344
2019-04-10,Bancos_S1,1.0,0.0173087671946879
2019-04-10,Bancos_S1,2.0,0.0179650848384375
2019-04-10,Bancos_S1,3.0,0.0184307496173911
2019-04-10,Bancos_S1,4.0,0.018791947281229
2019-04-11,Bancos_S1,0.5,0.0170482420843854
2019-04-11,Bancos_S1,1.0,0.0175195784027086
2019-04-11,Bancos_S1,2.0,0.0181838896322386
2019-04-11,Bancos_S1,3.0,0.0186552259505618
2019-04-11,Bancos_S1,4.0,0.0190208228021056
2019-04-12,Bancos_S1,0.5,0.0169813026147345
2019-04-12,Bancos_S1,1.0,0.0174507882435249
2019-04-12,Bancos_S1,2.0,0.01811249107266
2019-04-12,Bancos_S1,3.0,0.0185819767014504
2019-04-12,Bancos_S1,4.0,0.018946138046669
2019-04-15,Bancos_S1,0.5,0.0172453972576643
2019-04-15,Bancos_S1,1.0,0.0177221843663417
2019-04-15,Bancos_S1,2.0,0.0183941780533897
2019-04-15,Bancos_S1,3.0,0.0188709651620672
2019-04-15,Bancos_S1,4.0,0.0192407899750783
2019-04-16,Bancos_S1,0.5,0.0176808018320343
2019-04-16,Bancos_S1,1.0,0.0181696266621406
2019-04-16,Bancos_S1,2.0,0.0188585865646325
2019-04-16,Bancos_S1,3.0,0.0193474113947389
2019-04-16,Bancos_S1,4.0,0.0197265733898917
2019-04-17,Bancos_S1,0.5,0.0179753773493311
2019-04-17,Bancos_S1,1.0,0.0184723463704399
2019-04-17,Bancos_S1,2.0,0.0191727848654528
2019-04-17,Bancos_S1,3.0,0.0196697538865616
2019-04-17,Bancos_S1,4.0,0.0200552330070304
2019-04-18,Bancos_S1,0.5,0.0179362743777354
2019-04-18,Bancos_S1,1.0,0.0184321623108014
2019-04-18,Bancos_S1,2.0,0.0191310770977973
2019-04-18,Bancos_S1,3.0,0.0196269650308634
2019-04-18,Bancos_S1,4.0,0.0200116055942991
2019-04-19,Bancos_S1,0.5,0.0176053453748594
2019-04-19,Bancos_S1,1.0,0.0180920840444958
2019-04-19,Bancos_S1,2.0,0.0187781036689465
2019-04-19,Bancos_S1,3.0,0.019264842338583
2019-04-19,Bancos_S1,4.0,0.0196423861819618
2019-04-22,Bancos_S1,0.5,0.0172674328598816
2019-04-22,Bancos_S1,1.0,0.0177448291914672
2019-04-22,Bancos_S1,2.0,0.0184176815299779
2019-04-22,Bancos_S1,3.0,0.0188950778615635
2019-04-22,Bancos_S1,4.0,0.0192653752245743
2019-04-23,Bancos_S1,0.5,0.0169954349687647
2019-04-23,Bancos_S1,1.0,0.017465311317706
2019-04-23,Bancos_S1,2.0,0.018127564835964
2019-04-23,Bancos_S1,3.0,0.0185974411849053
2019-04-23,Bancos_S1,4.0,0.0189619055962178
2019-04-24,Bancos_S1,0.5,0.0170665151299186
2019-04-24,Bancos_S1,1.0,0.0175383566469574
2019-04-24,Bancos_S1,2.0,0.0182033799140856
2019-04-24,Bancos_S1,3.0,0.0186752214311245
2019-04-24,Bancos_S1,4.0,0.0190412101452359
2019-04-25,Bancos_S1,0.5,0.0172329233386417
2019-04-25,Bancos_S1,1.0,0.0177093655782682
2019-04-25,Bancos_S1,2.0,0.018380873199689
2019-04-25,Bancos_S1,3.0,0.0188573154393155
2019-04-25,Bancos_S1,4.0,0.0192268727511087
2019-04-26,Bancos_S1,0.5,0.0166940311788441
2019-04-26,Bancos_S1,1.0,0.0171555745541001
2019-04-26,Bancos_S1,2.0,0.0178060834055897
2019-04-26,Bancos_S1,3.0,0.0182676267808457
2019-04-26,Bancos_S1,4.0,0.0186256276356172
2019-04-29,Bancos_S1,0.5,0.0164894431905828
2019-04-29,Bancos_S1,1.0,0.0169453302788924
2019-04-29,Bancos_S1,2.0,0.0175878670416849
2019-04-29,Bancos_S1,3.0,0.0180437541299945
2019-04-29,Bancos_S1,4.0,0.0183973676277586
2019-04-30,Bancos_S1,0.5,0.0165580312099976
2019-04-30,Bancos_S1,1.0,0.0170158145656404
2019-04-30,Bancos_S1,2.0,0.0176610239671297
2019-04-30,Bancos_S1,3.0,0.0181188073227724
2019-04-30,Bancos_S1,4.0,0.0184738916797505
2019-05-01,Bancos_S1,0.5,0.0162100182676418
2019-05-01,Bancos_S1,1.0,0.0166581800366032
2019-05-01,Bancos_S1,2.0,0.0172898285733133
2019-05-01,Bancos_S1,3.0,0.0177379903422748
2019-05-01,Bancos_S1,4.0,0.0180856116168194
2019-05-02,Bancos_S1,0.5,0.0163494250753246
2019-05-02,Bancos_S1,1.0,0.0168014410534859
2019-05-02,Bancos_S1,2.0,0.0174385217929626
2019-05-02,Bancos_S1,3.0,0.0178905377711239
2019-05-02,Bancos_S1,4.0,0.0182411486025811
2019-05-03,Bancos_S1,0.5,0.0162181480381934
2019-05-03,Bancos_S1,1.0,0.0166665345726234
2019-05-03,Bancos_S1,2.0,0.017298499898469
2019-05-03,Bancos_S1,3.0,0.017746886432899
2019-05-03,Bancos_S1,4.0,0.0180946820490856
2019-05-06,Bancos_S1,0.5,0.0159360267348137
2019-05-06,Bancos_S1,1.0,0.0163766134025011
2019-05-06,Bancos_S1,2.0,0.016997585433613
2019-05-06,Bancos_S1,3.0,0.0174381721013003
2019-05-06,Bancos_S1,4.0,0.0177799176708158
2019-05-07,Bancos_S1,0.5,0.0159381563462701
2019-05-07,Bancos_S1,1.0,0.0163788018917713
2019-05-07,Bancos_S1,2.0,0.016999856906501
2019-05-07,Bancos_S1,3.0,0.0174405024520021
2019-05-07,Bancos_S1,4.0,0.0177822936906981
2019-05-08,Bancos_S1,0.5,0.0160637634300586
2019-05-08,Bancos_S1,1.0,0.0165078816609038
2019-05-08,Bancos_S1,2.0,0.0171338311507269
2019-05-08,Bancos_S1,3.0,0.0175779493815721
2019-05-08,Bancos_S1,4.0,0.0179224342442873
2019-05-09,Bancos_S1,0.5,0.0157368505731839
2019-05-09,Bancos_S1,1.0,0.0161719305758289
2019-05-09,Bancos_S1,2.0,0.016785141398473
2019-05-09,Bancos_S1,3.0,0.017220221401118
2019-05-09,Bancos_S1,4.0,0.0175576956693912
2019-05-10,Bancos_S1,0.5,0.0156322417981134
2019-05-10,Bancos_S1,1.0,0.0160644296600519
2019-05-10,Bancos_S1,2.0,0.0166735642393131
2019-05-10,Bancos_S1,3.0,0.0171057521012516
2019-05-10,Bancos_S1,4.0,0.0174409830509105
2019-05-13,Bancos_S1,0.5,0.0157868377660625
2019-05-13,Bancos_S1,1.0,0.0162232997750948
2019-05-13,Bancos_S1,2.0,0.0168384584263419
2019-05-13,Bancos_S1,3.0,0.0172749204353743
2019-05-13,Bancos_S1,4.0,0.0176134666710822
2019-05-14,Bancos_S1,0.5,0.0154927897694701
2019-05-14,Bancos_S1,1.0,0.0159211221719754
2019-05-14,Bancos_S1,2.0,0.0165248227863651
2019-05-14,Bancos_S1,3.0,0.0169531551888704
2019-05-14,Bancos_S1,4.0,0.0172853956118602
2019-05-15,Bancos_S1,0.5,0.0148740180276449
2019-05-15,Bancos_S1,1.0,0.0152852431182507
2019-05-15,Bancos_S1,2.0,0.0158648323307389
2019-05-15,Bancos_S1,3.0,0.0162760574213448
2019-05-15,Bancos_S1,4.0,0.016595028382327
2019-05-16,Bancos_S1,0.5,0.0143024739343478
2019-05-16,Bancos_S1,1.0,0.0146978974257413
2019-05-16,Bancos_S1,2.0,0.0152552155349996
2019-05-16,Bancos_S1,3.0,0.0156506390263931
2019-05-16,Bancos_S1,4.0,0.0159573533148108
2019-05-17,Bancos_S1,0.5,0.0141411438765472
2019-05-17,Bancos_S1,1.0,0.0145321070420547
2019-05-17,Bancos_S1,2.0,0.0150831386750577
2019-05-17,Bancos_S1,3.0,0.0154741018405653
2019-05-17,Bancos_S1,4.0,0.0157773564314436
2019-05-20,Bancos_S1,0.5,0.0136527145097936
2019-05-20,Bancos_S1,1.0,0.0140301739663353
2019-05-20,Bancos_S1,2.0,0.0145621731905093
2019-05-20,Bancos_S1,3.0,0.014939632647051
2019-05-20,Bancos_S1,4.0,0.0152324129475126
2019-05-21,Bancos_S1,0.5,0.0135202464462279
2019-05-21,Bancos_S1,1.0,0.0138940435304812
2019-05-21,Bancos_S1,2.0,0.0144208809308293
2019-05-21,Bancos_S1,3.0,0.0147946780150825
2019-05-21,Bancos_S1,4.0,0.0150846175589001
