data,prazo_anos,taxa_pre
2010-11-30,15.0,0.1000191190478387
2010-11-30,20.0,0.1014344359353009
2010-12-31,0.25,0.0928512803998017
2010-12-31,0.5,0.0938159781565272
2010-12-31,1.0,0.0953511136692125
2010-12-31,2.0,0.0975391284783016
2010-12-31,5.0,0.1013033765131856
2010-12-31,7.0,0.1028469394000033
2010-12-31,10.0,0.1045247332133591
2010-12-31,15.0,0.1064528305312055
2010-12-31,20.0,0.1078281508859148
2011-01-31,0.25,0.1020459591466201
2011-01-31,0.5,0.1027721338244189
2011-01-31,1.0,0.1038727017626301
2011-01-31,2.0,0.1053387704659841
2011-01-31,5.0,0.1077618606673671
2011-01-31,7.0,0.1088329934018834
2011-01-31,10.0,0.1101265390625945
2011-01-31,15.0,0.1118091939367079
2011-01-31,20.0,0.1131141938539345
2011-02-28,0.25,0.1027375305447613
2011-02-28,0.5,0.1034561344264143
2011-02-28,1.0,0.1045429090556817
2011-02-28,2.0,0.1059860629668096
2011-02-28,5.0,0.1083665844046064
2011-02-28,7.0,0.1094227220602722
2011-02-28,10.0,0.1107040715660195
2011-02-28,15.0,0.1123789360212125
2011-02-28,20.0,0.1136817039460489
2011-03-31,0.25,0.1104700211548273
2011-03-31,0.5,0.1111374931254199
2011-03-31,1.0,0.1121311100163764
2011-03-31,2.0,0.1134195011924476
2011-03-31,5.0,0.1155125202075475
2011-03-31,7.0,0.1164673835687576
2011-03-31,10.0,0.1176663622512932
2011-03-31,15.0,0.1192886114993546
2011-03-31,20.0,0.1205763049149599
2011-04-30,0.25,0.1124444063814662
2011-04-30,0.5,0.1131363971309464
2011-04-30,1.0,0.1141746850294974
2011-04-30,2.0,0.1155372880471014
2011-04-30,5.0,0.1177681702514609
2011-04-30,7.0,0.1187715966720453
2011-04-30,10.0,0.1200100738196143
2011-04-30,15.0,0.1216575531168373
2011-04-30,20.0,0.1229524750625525
2011-05-31,0.25,0.1061289358957314
2011-05-31,0.5,0.1068538499870621
2011-05-31,1.0,0.107952121250225
2011-05-31,2.0,0.1094143744926364
2011-05-31,5.0,0.1118303767198744
2011-05-31,7.0,0.1128990126768891
2011-05-31,10.0,0.1141905275990077
2011-05-31,15.0,0.1158718853180422
2011-05-31,20.0,0.1171765135941164
2011-06-30,0.25,0.105013319703965
2011-06-30,0.5,0.1059305110997978
2011-06-30,1.0,0.1073790943001529
2011-06-30,2.0,0.1094233199530795
2011-06-30,5.0,0.1129204511607824
2011-06-30,7.0,0.1143699206902075
2011-06-30,10.0,0.1159711842512539
2011-06-30,15.0,0.1178503970864631
2011-06-30,20.0,0.1192117118024047
2011-07-31,0.25,0.1001439424253463
2011-07-31,0.5,0.100988241726964
2011-07-31,1.0,0.1023040220944698
2011-07-31,2.0,0.1041276227085353
2011-07-31,5.0,0.1072148992237833
2011-07-31,7.0,0.1085199952052626
2011-07-31,10.0,0.110003833430905
2011-07-31,15.0,0.1118080396302218
2011-07-31,20.0,0.1131478645851839
2011-08-31,0.25,0.1050490512190726
2011-08-31,0.5,0.1059255955115368
2011-08-31,1.0,0.1073001233492
2011-08-31,2.0,0.1092213209994762
2011-08-31,5.0,0.112489903333262
2011-08-31,7.0,0.1138588652769162
2011-08-31,10.0,0.1153946484892683
2011-08-31,15.0,0.1172320350809695
2011-08-31,20.0,0.1185813663775115
2011-09-30,0.25,0.1122597165690399
2011-09-30,0.5,0.1126649799738015
2011-09-30,1.0,0.1131808764656578
2011-09-30,2.0,0.1136756318483131
2011-09-30,5.0,0.1142943152408074
2011-09-30,7.0,0.1147298358480683
2011-09-30,10.0,0.1155064103025457
2011-09-30,15.0,0.1168588445228333
2011-09-30,20.0,0.1180692346387165
2011-10-31,0.25,0.1155861307233887
2011-10-31,0.5,0.1157091485061268
2011-10-31,1.0,0.1157108188865285
2011-10-31,2.0,0.1153512916203205
2011-10-31,5.0,0.1143829758484096
2011-10-31,7.0,0.1142594673554305
2011-10-31,10.0,0.1145813589366926
2011-10-31,15.0,0.1156433598139506
2011-10-31,20.0,0.1167705393838877
2011-11-30,0.25,0.1108816886469945
2011-11-30,0.5,0.1110351513130811
2011-11-30,1.0,0.1110922895298507
2011-11-30,2.0,0.1108249108518292
2011-11-30,5.0,0.1100277793274827
2011-11-30,7.0,0.1099645714181697
2011-11-30,10.0,0.1103355081075059
2011-11-30,15.0,0.1114288370499635
2011-11-30,20.0,0.1125649922608567
2011-12-31,0.25,0.113692421365724
2011-12-31,0.5,0.1141333269451362
2011-12-31,1.0,0.1147141602701769
2011-12-31,2.0,0.1153167950635154
2011-12-31,5.0,0.1161358858209942
2011-12-31,7.0,0.1166420010142144
2011-12-31,10.0,0.1174759931400859
2011-12-31,15.0,0.1188651034861622
2011-12-31,20.0,0.1200860014880141
2012-01-31,0.25,0.1070352200672886
2012-01-31,0.5,0.1077999877357039
2012-01-31,1.0,0.1089708686281138
2012-01-31,2.0,0.1105537480795498
2012-01-31,5.0,0.1131938373735006
2012-01-31,7.0,0.1143414092203945
2012-01-31,10.0,0.1156971261620406
2012-01-31,15.0,0.1174194935787327
2012-01-31,20.0,0.1187358713299036
2012-02-29,0.25,0.1082979400832529
2012-02-29,0.5,0.1088135526363074
2012-02-29,1.0,0.1095304953411115
2012-02-29,2.0,0.110359248332047
2012-02-29,5.0,0.1115983984119537
2012-02-29,7.0,0.1122524817896135
2012-02-29,10.0,0.1132068229263264
2012-02-29,15.0,0.1146728074359307
2012-02-29,20.0,0.115915730254388
2012-03-31,0.25,0.1061403623560083
2012-03-31,0.5,0.1066555554857061
2012-03-31,1.0,0.107371734038917
2012-03-31,2.0,0.1081992175465792
2012-03-31,5.0,0.1094360093099537
2012-03-31,7.0,0.1100892619577691
2012-03-31,10.0,0.111042927425483
2012-03-31,15.0,0.1125084803445927
2012-03-31,20.0,0.113751279510303
2012-04-30,0.25,0.1102784543996008
2012-04-30,0.5,0.1107437980519183
2012-04-30,1.0,0.1113691553455201
2012-04-30,2.0,0.1120457577047855
2012-04-30,5.0,0.1130022578612205
2012-04-30,7.0,0.1135567762637088
2012-04-30,10.0,0.1144301368415149
2012-04-30,15.0,0.1158443941895542
2012-04-30,20.0,0.1170724969280951
2012-05-31,0.25,0.1046669546309517
2012-05-31,0.5,0.1055964184452878
2012-05-31,1.0,0.1070673608872134
2012-05-31,2.0,0.1091487318964142
2012-05-31,5.0,0.1127148679580107
2012-05-31,7.0,0.1141886448230977
2012-05-31,10.0,0.1158096786057912
2012-05-31,15.0,0.1177015198726034
2012-05-31,20.0,0.1190664526947761
2012-06-30,0.25,0.1103648728733641
2012-06-30,0.5,0.11108051333427
2012-06-30,1.0,0.1121618888777465
2012-06-30,2.0,0.1135960733001455
2012-06-30,5.0,0.1159599321367097
2012-06-30,7.0,0.1170102003003281
2012-06-30,10.0,0.118286775890894
2012-06-30,15.0,0.1199585909588611
2012-06-30,20.0,0.1212604852196297
2012-07-31,0.25,0.1136910063890671
2012-07-31,0.5,0.1143325865053083
2012-07-31,1.0,0.1152790307687994
2012-07-31,2.0,0.116489054168036
2012-07-31,5.0,0.1184364895211965
2012-07-31,7.0,0.1193400702444763
2012-07-31,10.0,0.1204973385095219
2012-07-31,15.0,0.1220929448011307
2012-07-31,20.0,0.1233730048819098
2012-08-31,0.25,0.1210502761451338
2012-08-31,0.5,0.1219851662145631
2012-08-31,1.0,0.123465994804718
2012-08-31,2.0,0.125563789649092
2012-08-31,5.0,0.1291604362363687
2012-08-31,7.0,0.130644960600321
2012-08-31,10.0,0.1322747357949766
2012-08-31,15.0,0.1341721607282264
2012-08-31,20.0,0.1355386932976175
2012-09-30,0.25,0.1152720946489912
2012-09-30,0.5,0.1163108419015724
2012-09-30,1.0,0.1179808889286899
2012-09-30,2.0,0.1203930319244734
2012-09-30,5.0,0.1245736424425206
2012-09-30,7.0,0.1262638712820097
2012-09-30,10.0,0.1280609549440244
2012-09-30,15.0,0.1300652498747048
2012-09-30,20.0,0.1314624012110002
2012-10-31,0.25,0.112203978105973
2012-10-31,0.5,0.1131636153556294
2012-10-31,1.0,0.1146895310800556
2012-10-31,2.0,0.1168622290762474
2012-10-31,5.0,0.1205980230985145
2012-10-31,7.0,0.1221315629043953
2012-10-31,10.0,0.1238012045066465
2012-10-31,15.0,0.1257240945161387
2012-10-31,20.0,0.1270979229520257
2012-11-30,0.25,0.1066869244339639
2012-11-30,0.5,0.1076274124289595
2012-11-30,1.0,0.1091184399354893
2012-11-30,2.0,0.1112331782160332
2012-11-30,5.0,0.11486130059072
2012-11-30,7.0,0.11635691247224
2012-11-30,10.0,0.1179957056309735
2012-11-30,15.0,0.119898890881158
2012-11-30,20.0,0.1212670738089823
2012-12-31,0.25,0.1088725938934322
2012-12-31,0.5,0.1098752669048759
2012-12-31,1.0,0.1114795899125706
2012-12-31,2.0,0.113782545746995
2012-12-31,5.0,0.1177603194942484
2012-12-31,7.0,0.1193790979763487
2012-12-31,10.0,0.1211180679305513
2012-12-31,15.0,0.1230852421350509
2012-12-31,20.0,0.1244717582052327
2013-01-31,0.25,0.1147422181717674
2013-01-31,0.5,0.1157547920184782
2013-01-31,1.0,0.1173771534566119
2013-01-31,2.0,0.1197100764937774
2013-01-31,5.0,0.1237435202534943
2013-01-31,7.0,0.1253819088007264
2013-01-31,10.0,0.1271368284805411
2013-01-31,15.0,0.1291141907356641
2013-01-31,20.0,0.1305036257312201
2013-02-28,0.25,0.1121382226407515
2013-02-28,0.5,0.1131930179173795
2013-02-28,1.0,0.1148923029994326
2013-02-28,2.0,0.1173530191082137
2013-02-28,5.0,0.1216238638009128
2013-02-28,7.0,0.1233458781199398
2013-02-28,10.0,0.125168814305833
2013-02-28,15.0,0.1271896228009736
2013-02-28,20.0,0.1285915053527001
2013-03-31,0.25,0.1069541940096959
2013-03-31,0.5,0.1079527780728901
2013-03-31,1.0,0.1095496513850212
2013-03-31,2.0,0.111840231057447
2013-03-31,5.0,0.1157950136333632
2013-03-31,7.0,0.1174056933501243
2013-03-31,10.0,0.1191380762234533
2013-03-31,15.0,0.1211010428625671
2013-03-31,20.0,0.1224863534450826
2013-04-30,0.25,0.10717007305086
2013-04-30,0.5,0.107820603980529
2013-04-30,1.0,0.1087833558202025
2013-04-30,2.0,0.1100204709580097
2013-04-30,5.0,0.112018234579608
2013-04-30,7.0,0.1129395437095894
2013-04-30,10.0,0.1141112312649601
2013-04-30,15.0,0.1157160480259749
2013-04-30,20.0,0.1169987469504203
2013-05-31,0.25,0.1006430325407089
2013-05-31,0.5,0.1019170623708304
2013-05-31,1.0,0.1040157730706531
2013-05-31,2.0,0.1071400540338266
2013-05-31,5.0,0.1126436018264313
2013-05-31,7.0,0.1147998425270844
2013-05-31,10.0,0.1169759540642049
2013-05-31,15.0,0.1192223569328641
2013-05-31,20.0,0.1206888733547483
2013-06-30,0.25,0.1046691010432949
2013-06-30,0.5,0.105942689996914
2013-06-30,1.0,0.1080405974594435
2013-06-30,2.0,0.1111635440063606
2013-06-30,5.0,0.1166646128565608
2013-06-30,7.0,0.1188199803362487
2013-06-30,10.0,0.1209953816444792
2013-06-30,15.0,0.1232413308471593
2013-06-30,20.0,0.1247077172915643
2013-07-31,0.25,0.1087252485023879
2013-07-31,0.5,0.1099043546435307
2013-07-31,1.0,0.1118301229284508
2013-07-31,2.0,0.1146670950579947
2013-07-31,5.0,0.1196369098062693
2013-07-31,7.0,0.1216051401347479
2013-07-31,10.0,0.123628334594425
2013-07-31,15.0,0.1257770601133874
2013-07-31,20.0,0.1272155915060389
2013-08-31,0.25,0.1055447284023246
2013-08-31,0.5,0.1066163224245162
2013-08-31,1.0,0.108346213308518
2013-08-31,2.0,0.1108577747652441
2013-08-31,5.0,0.1152230747589024
2013-08-31,7.0,0.1169783614722017
2013-08-31,10.0,0.1188283595549085
2013-08-31,15.0,0.1208664541138604
2013-08-31,20.0,0.1222732892057878
2013-09-30,0.25,0.1053706922549537
2013-09-30,0.5,0.1065029601410198
2013-09-30,1.0,0.1083433933422537
2013-09-30,2.0,0.1110385984947645
2013-09-30,5.0,0.1157450530139731
2013-09-30,7.0,0.1176205132672078
2013-09-30,10.0,0.1195682537579554
2013-09-30,15.0,0.1216687822813148
2013-09-30,20.0,0.1230935050035319
2013-10-31,0.25,0.0993842024508497
2013-10-31,0.5,0.1008833147553978
2013-10-31,1.0,0.1033921054584148
2013-10-31,2.0,0.1071976513818286
2013-10-31,5.0,0.1139667837254934
2013-10-31,7.0,0.116568833478051
2013-10-31,10.0,0.1191075410598824
2013-10-31,15.0,0.1215855558665281
2013-10-31,20.0,0.1231184302196556
2013-11-30,0.25,0.1027461301251417
2013-11-30,0.5,0.1040824437775814
2013-11-30,1.0,0.1062946299939686
2013-11-30,2.0,0.1096074275701893
2013-11-30,5.0,0.1154611822969751
2013-11-30,7.0,0.1177407852978133
2013-11-30,10.0,0.1200172328014704
2013-11-30,15.0,0.1223277262965947
2013-11-30,20.0,0.123812604990395
2013-12-31,0.25,0.1148257413329873
2013-12-31,0.5,0.1157050925389134
2013-12-31,1.0,0.117084734320185
2013-12-31,2.0,0.1190144277531422
2013-12-31,5.0,0.1222987926853851
2013-12-31,7.0,0.1236733141353155
2013-12-31,10.0,0.1252136191378325
2013-12-31,15.0,0.1270538940693227
2013-12-31,20.0,0.1284040528890691
2014-01-31,0.25,0.1092695268711419
2014-01-31,0.5,0.110502922569739
2014-01-31,1.0,0.1125276015404021
2014-01-31,2.0,0.1155288937632575
2014-01-31,5.0,0.1208039656195013
2014-01-31,7.0,0.1228797244270349
2014-01-31,10.0,0.1249903765124209
2014-01-31,15.0,0.1271949664857191
2014-01-31,20.0,0.1286495033125119
2014-02-28,0.25,0.1163084511530447
2014-02-28,0.5,0.1172969155698963
2014-02-28,1.0,0.1188753517975096
2014-02-28,2.0,0.1211353019840957
2014-02-28,5.0,0.1250331842255634
2014-02-28,7.0,0.126623820489572
2014-02-28,10.0,0.1283399011441386
2014-02-28,15.0,0.1302924545740181
2014-02-28,20.0,0.1316747817221374
2014-03-31,0.25,0.1143528207838006
2014-03-31,0.5,0.1154045502826739
2014-03-31,1.0,0.1170982497936842
2014-03-31,2.0,0.1195496866062189
2014-03-31,5.0,0.1238032931688812
2014-03-31,7.0,0.1255192352627044
2014-03-31,10.0,0.1273372326416531
2014-03-31,15.0,0.1293548864232649
2014-03-31,20.0,0.1307558651344326
2014-04-30,0.25,0.1149600250310316
2014-04-30,0.5,0.1160046976578418
2014-04-30,1.0,0.117685540183316
2014-04-30,2.0,0.1201156177155349
2014-04-30,5.0,0.1243295451859688
2014-04-30,7.0,0.1260315101034177
2014-04-30,10.0,0.1278381392321079
2014-04-30,15.0,0.1298485314274109
2014-04-30,20.0,0.1312474296592684
2014-05-31,0.25,0.113837521748564
2014-05-31,0.5,0.1151019424103081
2014-05-31,1.0,0.1171831460705049
2014-05-31,2.0,0.120278342629265
2014-05-31,5.0,0.1257278603820901
2014-05-31,7.0,0.1278650687069225
2014-05-31,10.0,0.1300257003784716
2014-05-31,15.0,0.1322622153244216
2014-05-31,20.0,0.1337258988090186
2014-06-30,0.25,0.1032277000162226
2014-06-30,0.5,0.1045153425906819
2014-06-30,1.0,0.1066388544850701
2014-06-30,2.0,0.1098043376153768
2014-06-30,5.0,0.1153844265912761
2014-06-30,7.0,0.1175676293406738
2014-06-30,10.0,0.1197656702939656
2014-06-30,15.0,0.1220260808018487
2014-06-30,20.0,0.1234966104795634
2014-07-31,0.25,0.1064602869054158
2014-07-31,0.5,0.1073955500754754
2014-07-31,1.0,0.1088770584213867
2014-07-31,2.0,0.1109759825424257
2014-07-31,5.0,0.1145747269846993
2014-07-31,7.0,0.1160599903295017
2014-07-31,10.0,0.117690366569677
2014-07-31,15.0,0.1195881754269096
2014-07-31,20.0,0.1209548179923634
2014-08-31,0.25,0.1054272318242433
2014-08-31,0.5,0.1062262966899447
2014-08-31,1.0,0.1074596639878756
2014-08-31,2.0,0.1091463519601884
2014-08-31,5.0,0.1119792861352905
2014-08-31,7.0,0.1131947886420196
2014-08-31,10.0,0.1146057565671655
2014-08-31,15.0,0.1163634161155582
2014-08-31,20.0,0.1176899052317527
2014-09-30,0.25,0.1076284401141102
2014-09-30,0.5,0.1080500003179525
2014-09-30,1.0,0.1085955881104579
2014-09-30,2.0,0.1091396695821657
2014-09-30,5.0,0.1098499859514199
2014-09-30,7.0,0.1103177847738806
2014-09-30,10.0,0.1111206125157502
2014-09-30,15.0,0.1124898162922979
2014-09-30,20.0,0.1137050109664908
2014-10-31,0.25,0.1093146896468202
2014-10-31,0.5,0.1095417019327679
2014-10-31,1.0,0.1097328409349135
2014-10-31,2.0,0.1096880774515132
2014-10-31,5.0,0.109304497727988
2014-10-31,7.0,0.1093869656931815
2014-10-31,10.0,0.1098763869572032
2014-10-31,15.0,0.1110453991354951
2014-10-31,20.0,0.1122032379564966
2014-11-30,0.25,0.1184873974345057
2014-11-30,0.5,0.1187171345340674
2014-11-30,1.0,0.1189132379012903
2014-11-30,2.0,0.1188767217061036
2014-11-30,5.0,0.1185084629533614
2014-11-30,7.0,0.1185963278139683
2014-11-30,10.0,0.1190901386096119
2014-11-30,15.0,0.1202619546461935
2014-11-30,20.0,0.1214205967860448
2014-12-31,0.25,0.1176679666414102
2014-12-31,0.5,0.1176029521159529
2014-12-31,1.0,0.1172620445602365
2014-12-31,2.0,0.1163333933615988
2014-12-31,5.0,0.1143078172012077
2014-12-31,7.0,0.1138118829773601
2014-12-31,10.0,0.1138308643857924
2014-12-31,15.0,0.1146993782871489
2014-12-31,20.0,0.1157711229103603
2015-01-31,0.25,0.1094459879688055
2015-01-31,0.5,0.1094275235699138
2015-01-31,1.0,0.1091714261536777
2015-01-31,2.0,0.1083836698434787
2015-01-31,5.0,0.1066198338349201
2015-01-31,7.0,0.106216099005286
2015-01-31,10.0,0.1063100702227492
2015-01-31,15.0,0.1072264846328185
2015-01-31,20.0,0.1083119529815481
2015-02-28,0.25,0.1140345060215675
2015-02-28,0.5,0.1139670488191522
2015-02-28,1.0,0.1136216909259437
2015-02-28,2.0,0.11268564639193
2015-02-28,5.0,0.1106463356472308
2015-02-28,7.0,0.1101455633412465
2015-02-28,10.0,0.1101606097253917
2015-02-28,15.0,0.1110266100896745
2015-02-28,20.0,0.1120976345724571
2015-03-31,0.25,0.1249850152484316
2015-03-31,0.5,0.1251319365136164
2015-03-31,1.0,0.1251771568868956
2015-03-31,2.0,0.1248899791230652
2015-03-31,5.0,0.1240560668766985
2015-03-31,7.0,0.1239799027577048
2015-03-31,10.0,0.1243403015937502
2015-03-31,15.0,0.1254268993744688
2015-03-31,20.0,0.1265611260752353
2015-04-30,0.25,0.1273148684695651
2015-04-30,0.5,0.1275613425832957
2015-04-30,1.0,0.127787939283424
2015-04-30,2.0,0.1278020815916211
2015-04-30,5.0,0.1275279310390711
2015-04-30,7.0,0.1276489460258146
2015-04-30,10.0,0.1281697192722371
2015-04-30,15.0,0.1293587578504567
2015-04-30,20.0,0.1305223343311013
2015-05-31,0.25,0.1312354363994165
2015-05-31,0.5,0.1317404593079806
2015-05-31,1.0,0.1324381086339577
2015-05-31,2.0,0.1332348095792994
2015-05-31,5.0,0.134414416638354
2015-05-31,7.0,0.1350475256625805
2015-05-31,10.0,0.1359848074381998
2015-05-31,15.0,0.1374398951061498
2015-05-31,20.0,0.1386796959272024
2015-06-30,0.25,0.121769928269442
2015-06-30,0.5,0.1221106456381916
2015-06-30,1.0,0.1225089450638107
2015-06-30,2.0,0.1228083367124862
2015-06-30,5.0,0.123064093287968
2015-06-30,7.0,0.1233717709470296
2015-06-30,10.0,0.1240443651275237
2015-06-30,15.0,0.1253303808826324
2015-06-30,20.0,0.1265217417896417
2015-07-31,0.25,0.1026361034691566
2015-07-31,0.5,0.1033307124714352
2015-07-31,1.0,0.1043737705908516
2015-07-31,2.0,0.1057442983653393
2015-07-31,5.0,0.1079899023746767
2015-07-31,7.0,0.1089985146312561
2015-07-31,10.0,0.1102412096465697
2015-07-31,15.0,0.1118913831500223
2015-07-31,20.0,0.113187076998746
2015-08-31,0.25,0.1132107822607907
2015-08-31,0.5,0.1137598275705462
2015-08-31,1.0,0.1145376817479549
2015-08-31,2.0,0.1154676268273583
2015-08-31,5.0,0.1168947612471746
2015-08-31,7.0,0.1176150631325413
2015-08-31,10.0,0.1186232626843729
2015-08-31,15.0,0.120123649808359
2015-08-31,20.0,0.1213764291408612
2015-09-30,0.25,0.1145782705527083
2015-09-30,0.5,0.1152251047381431
2015-09-30,1.0,0.1161811214426568
2015-09-30,2.0,0.1174070475160104
2015-09-30,5.0,0.1193840252350015
2015-09-30,7.0,0.1202980124175661
2015-09-30,10.0,0.1214637447121327
2015-09-30,15.0,0.1230647574893035
2015-09-30,20.0,0.1243463665541303
2015-10-31,0.25,0.1284036376606281
2015-10-31,0.5,0.1288235363368855
2015-10-31,1.0,0.1293660969757263
2015-10-31,2.0,0.1299051494440571
2015-10-31,5.0,0.1306061234438184
2015-10-31,7.0,0.1310706313657361
2015-10-31,10.0,0.1318707824739319
2015-10-31,15.0,0.1332382765233011
2015-10-31,20.0,0.134452981352456
2015-11-30,0.25,0.1347856784747758
2015-11-30,0.5,0.135108387198496
2015-11-30,1.0,0.1354738764942726
2015-11-30,2.0,0.1357187607501748
2015-11-30,5.0,0.1358732590513604
2015-11-30,7.0,0.1361452679317349
2015-11-30,10.0,0.1367888511309213
2015-11-30,15.0,0.1380563358245318
2015-11-30,20.0,0.139242387493531
2015-12-31,0.25,0.1342509495348931
2015-12-31,0.5,0.1342474963639359
2015-12-31,1.0,0.1340187480534665
2015-12-31,2.0,0.1332764267493826
2015-12-31,5.0,0.1315969952606107
2015-12-31,7.0,0.1312229923828332
2015-12-31,10.0,0.1313411459000919
2015-12-31,15.0,0.1322730070018787
2015-12-31,20.0,0.133362900901881
2016-01-31,0.25,0.1226400753388674
2016-01-31,0.5,0.122607509753501
2016-01-31,1.0,0.1223257212451028
2016-01-31,2.0,0.1214952843829529
2016-01-31,5.0,0.1196521607985872
2016-01-31,7.0,0.1192204964884859
2016-01-31,10.0,0.1192917514351489
2016-01-31,15.0,0.1201936555945396
2016-01-31,20.0,0.1212749666868461
2016-02-29,0.25,0.115747893160204
2016-02-29,0.5,0.116214851560546
2016-02-29,1.0,0.1168431507796654
2016-02-29,2.0,0.1175246405529845
2016-02-29,5.0,0.1184902200487104
2016-02-29,7.0,0.1190479366979202
2016-02-29,10.0,0.1199238985499855
2016-02-29,15.0,0.1213398174886052
2016-02-29,20.0,0.1225683962808179
2016-03-31,0.25,0.1222944315491777
2016-03-31,0.5,0.1228433302271299
2016-03-31,1.0,0.1236209172545948
2016-03-31,2.0,0.1245504185184149
2016-03-31,5.0,0.1259767284629118
2016-03-31,7.0,0.1266967399223561
2016-03-31,10.0,0.1277047032580538
2016-03-31,15.0,0.1292049394965646
2016-03-31,20.0,0.1304576755996543
2016-04-30,0.25,0.1287101158794003
2016-04-30,0.5,0.1295802455199076
2016-04-30,1.0,0.1309430864392462
2016-04-30,2.0,0.1328448686391571
2016-04-30,5.0,0.136077382929717
2016-04-30,7.0,0.1374336397086779
2016-04-30,10.0,0.1389590892536324
2016-04-30,15.0,0.1407898751094255
2016-04-30,20.0,0.142137315263467
2016-05-31,0.25,0.1232832302086743
2016-05-31,0.5,0.1242775755649071
2016-05-31,1.0,0.1258667263345848
2016-05-31,2.0,0.1281444765651054
2016-05-31,5.0,0.1320754259125105
2016-05-31,7.0,0.1336777102447061
2016-05-31,10.0,0.1354032647837421
2016-05-31,15.0,0.1373618697543768
2016-05-31,20.0,0.1387459306979508
2016-06-30,0.25,0.1135324385906885
2016-06-30,0.5,0.1141703200324786
2016-06-30,1.0,0.1151100256441283
2016-06-30,2.0,0.1163088541366565
2016-06-30,5.0,0.1182354927340647
2016-06-30,7.0,0.1191317476868484
2016-06-30,10.0,0.1202830575816118
2016-06-30,15.0,0.1218748579031654
