data,prazo_anos,taxa_cupom
2011-05-31,7.0,0.1130995958172106
2011-05-31,10.0,0.115465175907766
2011-05-31,15.0,0.1149949968886117
2011-05-31,20.0,0.1156672278460218
2011-06-30,0.25,0.1103009018921711
2011-06-30,0.5,0.1108444775279625
2011-06-30,1.0,0.1111662422674323
2011-06-30,2.0,0.1103792306516346
2011-06-30,5.0,0.114368574686114
2011-06-30,7.0,0.114205088499074
2011-06-30,10.0,0.1164144956757298
2011-06-30,15.0,0.1163365911378629
2011-06-30,20.0,0.1185687759988263
2011-07-31,0.25,0.1043533402014628
2011-07-31,0.5,0.1042657592490507
2011-07-31,1.0,0.1063037466797861
2011-07-31,2.0,0.1066253268783396
2011-07-31,5.0,0.107741413756058
2011-07-31,7.0,0.1103435525346854
2011-07-31,10.0,0.1099064020288545
2011-07-31,15.0,0.1114589073691176
2011-07-31,20.0,0.112363001821714
2011-08-31,0.25,0.1094079953713321
2011-08-31,0.5,0.1106061297885519
2011-08-31,1.0,0.1103020299475986
2011-08-31,2.0,0.1111963988941661
2011-08-31,5.0,0.1145977134184937
2011-08-31,7.0,0.1136890106851122
2011-08-31,10.0,0.11371951475973
2011-08-31,15.0,0.1181459662766981
2011-08-31,20.0,0.1196208352179842
2011-09-30,0.25,0.1167901780562429
2011-09-30,0.5,0.1154191347836006
2011-09-30,1.0,0.1163611577608314
2011-09-30,2.0,0.1157510420409035
2011-09-30,5.0,0.1151600721413786
2011-09-30,7.0,0.1145017396647368
2011-09-30,10.0,0.1162251497517322
2011-09-30,15.0,0.1169036320227812
2011-09-30,20.0,0.1158737166212482
2011-10-31,0.25,0.1210001650083071
2011-10-31,0.5,0.1216549217339787
2011-10-31,1.0,0.1192770556286085
2011-10-31,2.0,0.1173858200431286
2011-10-31,5.0,0.1152870692502726
2011-10-31,7.0,0.1154142870192113
2011-10-31,10.0,0.1134519121874922
2011-10-31,15.0,0.1154000539760515
2011-10-31,20.0,0.1154581747027047
2011-11-30,0.25,0.1172146255569218
2011-11-30,0.5,0.1151994383683323
2011-11-30,1.0,0.1158552680948767
2011-11-30,2.0,0.1122463068460665
2011-11-30,5.0,0.1115152826343139
2011-11-30,7.0,0.1108827058794087
2011-11-30,10.0,0.1098953608444194
2011-11-30,15.0,0.1111959355413921
2011-11-30,20.0,0.1125350138087091
2011-12-31,0.25,0.1182880649018572
2011-12-31,0.5,0.1170833820680956
2011-12-31,1.0,0.1181287784851253
2011-12-31,2.0,0.1168992451401443
2011-12-31,5.0,0.1168797090434521
2011-12-31,7.0,0.1172393450486723
2011-12-31,10.0,0.1163665619024788
2011-12-31,15.0,0.1171977584144247
2011-12-31,20.0,0.1194716614348217
2012-01-31,0.25,0.1114717220099153
2012-01-31,0.5,0.1100518175045426
2012-01-31,1.0,0.1130274123335307
2012-01-31,2.0,0.1130760324362321
2012-01-31,5.0,0.1136404334876604
2012-01-31,7.0,0.1139505593017539
2012-01-31,10.0,0.1166208630142975
2012-01-31,15.0,0.1173241556765001
2012-01-31,20.0,0.1196419596344381
2012-02-29,0.25,0.1134887678617953
2012-02-29,0.5,0.1134273403916121
2012-02-29,1.0,0.112825621473155
2012-02-29,2.0,0.1133170575782706
2012-02-29,5.0,0.1131161625463412
2012-02-29,7.0,0.1139164760466716
2012-02-29,10.0,0.1130448551266219
2012-02-29,15.0,0.1139496630572946
2012-02-29,20.0,0.1145324541960456
2012-03-31,0.25,0.1116276806325139
2012-03-31,0.5,0.1121578802802386
2012-03-31,1.0,0.1104333301205279
2012-03-31,2.0,0.1101637871168077
2012-03-31,5.0,0.1107049670624386
2012-03-31,7.0,0.1105552670079647
2012-03-31,10.0,0.1120596608832003
2012-03-31,15.0,0.1103322401118165
2012-03-31,20.0,0.1120899219511567
2012-04-30,0.25,0.1145071982319941
2012-04-30,0.5,0.1131911384843045
2012-04-30,1.0,0.1140269130661554
2012-04-30,2.0,0.1136180213645716
2012-04-30,5.0,0.1138590701109944
2012-04-30,7.0,0.115109763227243
2012-04-30,10.0,0.1144891788557677
2012-04-30,15.0,0.1146449248130563
2012-04-30,20.0,0.1160269397735114
2012-05-31,0.25,0.1103609704276673
2012-05-31,0.5,0.109119276634691
2012-05-31,1.0,0.1097675694562066
2012-05-31,2.0,0.1118999596162965
2012-05-31,5.0,0.1135553350388151
2012-05-31,7.0,0.1153692468258713
2012-05-31,10.0,0.1160538517075604
2012-05-31,15.0,0.1178880323907941
2012-05-31,20.0,0.1172383966819307
2012-06-30,0.25,0.1152098820522959
2012-06-30,0.5,0.1152155865650746
2012-06-30,1.0,0.1146178446145936
2012-06-30,2.0,0.1146496794943135
2012-06-30,5.0,0.1175262273383184
2012-06-30,7.0,0.1173920526447597
2012-06-30,10.0,0.1177240422007815
2012-06-30,15.0,0.1195068294090414
2012-06-30,20.0,0.1211629067838963
2012-07-31,0.25,0.116721093012332
2012-07-31,0.5,0.1174389007956809
2012-07-31,1.0,0.1179693900914135
2012-07-31,2.0,0.1199623858138751
2012-07-31,5.0,0.1196802550809209
2012-07-31,7.0,0.1206165382870513
2012-07-31,10.0,0.1198403003094263
2012-07-31,15.0,0.1208224977006333
2012-07-31,20.0,0.1227312623336752
2012-08-31,0.25,0.1259515725094446
2012-08-31,0.5,0.1267277825119496
2012-08-31,1.0,0.1267445264881056
2012-08-31,2.0,0.1280906931827186
2012-08-31,5.0,0.1303046274776818
2012-08-31,7.0,0.131929788761795
2012-08-31,10.0,0.1331754329557375
2012-08-31,15.0,0.132501444732432
2012-08-31,20.0,0.132740884931732
2012-09-30,0.25,0.1209281678666748
2012-09-30,0.5,0.1215646472184771
2012-09-30,1.0,0.1205930589892096
2012-09-30,2.0,0.1212095521516998
2012-09-30,5.0,0.1256705662727153
2012-09-30,7.0,0.1276711561132961
2012-09-30,10.0,0.1297541210971772
2012-09-30,15.0,0.130103469532105
2012-09-30,20.0,0.1301650343321188
2012-10-31,0.25,0.1163441505082676
2012-10-31,0.5,0.1174764016312611
2012-10-31,1.0,0.1178787877930778
2012-10-31,2.0,0.1183545633041272
2012-10-31,5.0,0.1232547235925941
2012-10-31,7.0,0.124222311876259
2012-10-31,10.0,0.1249651339886962
2012-10-31,15.0,0.1246125957976105
2012-10-31,20.0,0.1267819448898507
2012-11-30,0.25,0.1120533024611246
2012-11-30,0.5,0.1122850741706179
2012-11-30,1.0,0.1135468406252547
2012-11-30,2.0,0.1140458636827851
2012-11-30,5.0,0.1164710079531524
2012-11-30,7.0,0.1175290517491438
2012-11-30,10.0,0.1185234292925806
2012-11-30,15.0,0.1180971835771057
2012-11-30,20.0,0.1203339771492979
2012-12-31,0.25,0.1132823172259154
2012-12-31,0.5,0.113155019381059
2012-12-31,1.0,0.1162537116841416
2012-12-31,2.0,0.1174701305721665
2012-12-31,5.0,0.1198653919478738
2012-12-31,7.0,0.1202458829600394
2012-12-31,10.0,0.1224536585625188
2012-12-31,15.0,0.1227200662792514
2012-12-31,20.0,0.1236340025051381
2013-01-31,0.25,0.1187221179749603
2013-01-31,0.5,0.1203760103043724
2013-01-31,1.0,0.1208541306754818
2013-01-31,2.0,0.1209723433527727
2013-01-31,5.0,0.1247202585374301
2013-01-31,7.0,0.1259807393998469
2013-01-31,10.0,0.1288299679490621
2013-01-31,15.0,0.1294547429981939
2013-01-31,20.0,0.1295127885608805
2013-02-28,0.25,0.1171919293881549
2013-02-28,0.5,0.117532013062158
2013-02-28,1.0,0.1181586402877265
2013-02-28,2.0,0.118791465902766
2013-02-28,5.0,0.1225207182722163
2013-02-28,7.0,0.1234116137648237
2013-02-28,10.0,0.1244236524098998
2013-02-28,15.0,0.1272237818523307
2013-02-28,20.0,0.1279045235590338
2013-03-31,0.25,0.1103795049001639
2013-03-31,0.5,0.1121582556051891
2013-03-31,1.0,0.1137748809698715
2013-03-31,2.0,0.114991998601027
2013-03-31,5.0,0.1176333790810604
2013-03-31,7.0,0.1180994381658514
2013-03-31,10.0,0.1187171304962834
2013-03-31,15.0,0.1198592654003997
2013-03-31,20.0,0.1217620438472701
2013-04-30,0.25,0.1123281739779146
2013-04-30,0.5,0.1131540941121082
2013-04-30,1.0,0.1130920080166065
2013-04-30,2.0,0.1122190765852476
2013-04-30,5.0,0.1120405658499083
2013-04-30,7.0,0.1133468726821866
2013-04-30,10.0,0.1145401067560138
2013-04-30,15.0,0.1151795630293825
2013-04-30,20.0,0.1155364381423453
2013-05-31,0.25,0.1057000172922472
2013-05-31,0.5,0.105817521419997
2013-05-31,1.0,0.1069419886798032
2013-05-31,2.0,0.1096936048537323
2013-05-31,5.0,0.113339703735717
2013-05-31,7.0,0.115657740288473
2013-05-31,10.0,0.117449607817692
2013-05-31,15.0,0.1179359953317099
2013-05-31,20.0,0.1193038869340432
2013-06-30,0.25,0.1106739994947905
2013-06-30,0.5,0.1093166516290217
2013-06-30,1.0,0.1097759423763974
2013-06-30,2.0,0.1119784564362295
2013-06-30,5.0,0.1177055967872111
2013-06-30,7.0,0.1195073284088808
2013-06-30,10.0,0.1211563834953445
2013-06-30,15.0,0.1238378643100211
2013-06-30,20.0,0.1215694562234692
2013-07-31,0.25,0.113896672501495
2013-07-31,0.5,0.1154571304472687
2013-07-31,1.0,0.1143565667926678
2013-07-31,2.0,0.1166676384010257
2013-07-31,5.0,0.1200522922458754
2013-07-31,7.0,0.1215522775480918
2013-07-31,10.0,0.1236224155256119
2013-07-31,15.0,0.126544229940054
2013-07-31,20.0,0.1276855073248161
2013-08-31,0.25,0.1101306539218549
2013-08-31,0.5,0.1124439958380629
2013-08-31,1.0,0.111803342966236
2013-08-31,2.0,0.1145651161390678
2013-08-31,5.0,0.1161661318125686
2013-08-31,7.0,0.1177458219832446
2013-08-31,10.0,0.1193758296682281
2013-08-31,15.0,0.1230347186570735
2013-08-31,20.0,0.1219543241440508
2013-09-30,0.25,0.109659557530555
2013-09-30,0.5,0.1115817836795356
2013-09-30,1.0,0.1114825957887166
2013-09-30,2.0,0.1129511869009065
2013-09-30,5.0,0.1174896300752758
2013-09-30,7.0,0.1183079959876307
2013-09-30,10.0,0.1200462050247702
2013-09-30,15.0,0.1213051520585261
2013-09-30,20.0,0.1223627779832034
2013-10-31,0.25,0.1045788520683611
2013-10-31,0.5,0.1036373664515286
2013-10-31,1.0,0.1073540320694328
2013-10-31,2.0,0.1087164243984273
2013-10-31,5.0,0.1138306403904349
2013-10-31,7.0,0.11718471873317
2013-10-31,10.0,0.1194298163977393
2013-10-31,15.0,0.1206559325345893
2013-10-31,20.0,0.1227832621841771
2013-11-30,0.25,0.1065270668916075
2013-11-30,0.5,0.1080605140208585
2013-11-30,1.0,0.1092553991621526
2013-11-30,2.0,0.1118745463063808
2013-11-30,5.0,0.1167019696980819
2013-11-30,7.0,0.1175970851883205
2013-11-30,10.0,0.1208517494786408
2013-11-30,15.0,0.1220033097909815
2013-11-30,20.0,0.1212990544661326
2013-12-31,0.25,0.1181135450802321
2013-12-31,0.5,0.1199988623468651
2013-12-31,1.0,0.1203366289420863
2013-12-31,2.0,0.1212360802147455
2013-12-31,5.0,0.1232941026935499
2013-12-31,7.0,0.1245163762571296
2013-12-31,10.0,0.1262268293609165
2013-12-31,15.0,0.1257901917483077
2013-12-31,20.0,0.1264664820931356
2014-01-31,0.25,0.1132495446843945
2014-01-31,0.5,0.1150376811457691
2014-01-31,1.0,0.1169522279194496
2014-01-31,2.0,0.1174882107651288
2014-01-31,5.0,0.1198203017175626
2014-01-31,7.0,0.1221791443871525
2014-01-31,10.0,0.1245790376693894
2014-01-31,15.0,0.126373964975442
2014-01-31,20.0,0.1273227988890953
2014-02-28,0.25,0.1211939929509919
2014-02-28,0.5,0.1213511437475335
2014-02-28,1.0,0.1231434919620747
2014-02-28,2.0,0.1228988766920135
2014-02-28,5.0,0.1253610258313719
2014-02-28,7.0,0.1276695351705943
2014-02-28,10.0,0.127366478023403
2014-02-28,15.0,0.1302293895379932
2014-02-28,20.0,0.1307568307475056
2014-03-31,0.25,0.1190895436914285
2014-03-31,0.5,0.1209787964106885
2014-03-31,1.0,0.1200291523135788
2014-03-31,2.0,0.1235023136951011
2014-03-31,5.0,0.1246406439828877
2014-03-31,7.0,0.1251602363569342
2014-03-31,10.0,0.1276482588416543
2014-03-31,15.0,0.1281190718627289
2014-03-31,20.0,0.129154466934569
2014-04-30,0.25,0.1201323285706064
2014-04-30,0.5,0.1207527885710571
2014-04-30,1.0,0.120616474499243
2014-04-30,2.0,0.123209930384035
2014-04-30,5.0,0.1262732473657747
2014-04-30,7.0,0.1278431657588743
2014-04-30,10.0,0.1285167604930138
2014-04-30,15.0,0.1305644559967985
2014-04-30,20.0,0.1287427973952763
2014-05-31,0.25,0.1184378734092237
2014-05-31,0.5,0.1187119634475445
2014-05-31,1.0,0.1207071952355371
2014-05-31,2.0,0.1221255718063705
2014-05-31,5.0,0.1266126300819193
2014-05-31,7.0,0.1300334228612917
2014-05-31,10.0,0.1301450150765407
2014-05-31,15.0,0.1322184307778928
2014-05-31,20.0,0.1325400898234664
2014-06-30,0.25,0.1081429475461505
2014-06-30,0.5,0.1088237811773259
2014-06-30,1.0,0.110426182213979
2014-06-30,2.0,0.1130409721962774
2014-06-30,5.0,0.1177200377627478
2014-06-30,7.0,0.1184779396564072
2014-06-30,10.0,0.1204923983379995
2014-06-30,15.0,0.1207305707942193
2014-06-30,20.0,0.122426315564018
2014-07-31,0.25,0.1120671953768851
2014-07-31,0.5,0.1123919502285043
2014-07-31,1.0,0.1124750146837531
2014-07-31,2.0,0.113989486262543
2014-07-31,5.0,0.1159850363252834
2014-07-31,7.0,0.1176828495863151
2014-07-31,10.0,0.118176944430448
2014-07-31,15.0,0.1189287983741718
2014-07-31,20.0,0.120223497476297
2014-08-31,0.25,0.1079374332231235
2014-08-31,0.5,0.1108362305213479
2014-08-31,1.0,0.1079696022038341
2014-08-31,2.0,0.110071969786727
2014-08-31,5.0,0.1133583969894323
2014-08-31,7.0,0.114239426362039
2014-08-31,10.0,0.1139309040782589
2014-08-31,15.0,0.1154189160817741
2014-08-31,20.0,0.1177863445010312
2014-09-30,0.25,0.1120958929084145
2014-09-30,0.5,0.11414796181017
2014-09-30,1.0,0.1120227207040471
2014-09-30,2.0,0.1117704870761336
2014-09-30,5.0,0.1121611814436078
2014-09-30,7.0,0.1110852207170413
2014-09-30,10.0,0.110573827866403
2014-09-30,15.0,0.1120272159306615
2014-09-30,20.0,0.1126765288559259
2014-10-31,0.25,0.1130775732246214
2014-10-31,0.5,0.1136406615179903
2014-10-31,1.0,0.1125677557358459
2014-10-31,2.0,0.1127319522097261
2014-10-31,5.0,0.1103498832007253
2014-10-31,7.0,0.1098233433440694
2014-10-31,10.0,0.1100465319479105
2014-10-31,15.0,0.1108490783499391
2014-10-31,20.0,0.1116966957946356
2014-11-30,0.25,0.1225423045511327
2014-11-30,0.5,0.1221874896702655
2014-11-30,1.0,0.1232256497497427
2014-11-30,2.0,0.1208512407608027
2014-11-30,5.0,0.1183926852526729
2014-11-30,7.0,0.1196139922316808
2014-11-30,10.0,0.1197159249896434
2014-11-30,15.0,0.1186625640401072
2014-11-30,20.0,0.1206041886368028
2014-12-31,0.25,0.1231111100149154
2014-12-31,0.5,0.1222060865196131
2014-12-31,1.0,0.121196298223376
2014-12-31,2.0,0.1175143666355891
2014-12-31,5.0,0.1155903452985937
2014-12-31,7.0,0.1142324014199897
2014-12-31,10.0,0.113699722794018
2014-12-31,15.0,0.1150210043744038
2014-12-31,20.0,0.1159545489972868
2015-01-31,0.25,0.1157361609120483
2015-01-31,0.5,0.1147829951094136
2015-01-31,1.0,0.1125123072845039
2015-01-31,2.0,0.1109702345263627
2015-01-31,5.0,0.1082509881057365
2015-01-31,7.0,0.1069756556149315
2015-01-31,10.0,0.1066697721082838
2015-01-31,15.0,0.1075106687380385
2015-01-31,20.0,0.1072645333431145
2015-02-28,0.25,0.1183057533720311
2015-02-28,0.5,0.1179390956087787
2015-02-28,1.0,0.1175574877042611
2015-02-28,2.0,0.1149924295773529
2015-02-28,5.0,0.1119361996021145
2015-02-28,7.0,0.1113442409852143
2015-02-28,10.0,0.1101158270902789
2015-02-28,15.0,0.1112567902202974
2015-02-28,20.0,0.111400715133611
2015-03-31,0.25,0.1288518416784648
2015-03-31,0.5,0.1305894055888606
2015-03-31,1.0,0.1282052295680204
2015-03-31,2.0,0.12587029140098
2015-03-31,5.0,0.1242377278824185
2015-03-31,7.0,0.1238256808793681
2015-03-31,10.0,0.1246371307838816
2015-03-31,15.0,0.1248330005697509
2015-03-31,20.0,0.1252916669795099
2015-04-30,0.25,0.1326653069415135
2015-04-30,0.5,0.132136868114545
2015-04-30,1.0,0.1314694460560699
2015-04-30,2.0,0.1304343329099469
2015-04-30,5.0,0.1290385347468619
2015-04-30,7.0,0.1266251976025986
2015-04-30,10.0,0.1281332592056309
2015-04-30,15.0,0.1272397713985842
2015-04-30,20.0,0.1295511887509267
2015-05-31,0.25,0.1360864069211995
2015-05-31,0.5,0.1368805103701075
2015-05-31,1.0,0.1368168846242649
2015-05-31,2.0,0.1357014181703642
2015-05-31,5.0,0.1350318237498254
2015-05-31,7.0,0.1360982688028231
2015-05-31,10.0,0.1358175638635457
2015-05-31,15.0,0.1370639625847141
2015-05-31,20.0,0.1384686114591582
2015-06-30,0.25,0.126178388092213
2015-06-30,0.5,0.1270588137918808
2015-06-30,1.0,0.1264795346348949
2015-06-30,2.0,0.1243488918112445
2015-06-30,5.0,0.1248609045639309
2015-06-30,7.0,0.1245932382735328
2015-06-30,10.0,0.1243809963726271
2015-06-30,15.0,0.1243457037159293
2015-06-30,20.0,0.1248343834531684
2015-07-31,0.25,0.1070606503071967
2015-07-31,0.5,0.1080684132843639
2015-07-31,1.0,0.1070379389330608
2015-07-31,2.0,0.1083986967166981
2015-07-31,5.0,0.108014193924963
2015-07-31,7.0,0.1094978740139109
2015-07-31,10.0,0.1105840183854342
2015-07-31,15.0,0.1134726688657885
2015-07-31,20.0,0.1110852309527169
2015-08-31,0.25,0.1192430708135452
2015-08-31,0.5,0.1181833267440312
2015-08-31,1.0,0.1182952877584981
2015-08-31,2.0,0.1178666937105318
2015-08-31,5.0,0.1182682386751198
2015-08-31,7.0,0.1181547292992577
2015-08-31,10.0,0.1200415933647443
2015-08-31,15.0,0.1193836544926983
2015-08-31,20.0,0.1212822232769918
2015-09-30,0.25,0.1189174537561004
2015-09-30,0.5,0.1194805285033172
2015-09-30,1.0,0.118752219876955
2015-09-30,2.0,0.1200754550447513
2015-09-30,5.0,0.1215578219739317
2015-09-30,7.0,0.1208987417239154
2015-09-30,10.0,0.121561326688375
2015-09-30,15.0,0.1217982455185682
2015-09-30,20.0,0.1231629389096756
2015-10-31,0.25,0.1319840791524133
2015-10-31,0.5,0.1323968591898056
2015-10-31,1.0,0.132976194288744
2015-10-31,2.0,0.1332647485547131
2015-10-31,5.0,0.133871188106191
2015-10-31,7.0,0.1312639775478853
2015-10-31,10.0,0.1332741131344536
2015-10-31,15.0,0.1330584601073415
2015-10-31,20.0,0.1333319897134461
2015-11-30,0.25,0.1399864309357191
2015-11-30,0.5,0.1394615456277351
2015-11-30,1.0,0.1389908615508927
2015-11-30,2.0,0.1376964827723764
2015-11-30,5.0,0.1357724672969103
2015-11-30,7.0,0.1355729820199233
2015-11-30,10.0,0.1375665375727517
2015-11-30,15.0,0.1374601573521823
2015-11-30,20.0,0.1377655228521932
2015-12-31,0.25,0.1391124309358341
2015-12-31,0.5,0.1391870674085636
2015-12-31,1.0,0.137591707684018
2015-12-31,2.0,0.1350559713525328
2015-12-31,5.0,0.1335957255985189
2015-12-31,7.0,0.1331489550354244
2015-12-31,10.0,0.1319918817595556
2015-12-31,15.0,0.132677119410673
2015-12-31,20.0,0.1333564753777192
2016-01-31,0.25,0.1283988316915535
2016-01-31,0.5,0.1274024143374862
2016-01-31,1.0,0.126233067358893
2016-01-31,2.0,0.124215401394093
2016-01-31,5.0,0.1197919866323386
2016-01-31,7.0,0.1204436892641795
2016-01-31,10.0,0.1184621907934531
2016-01-31,15.0,0.1191831576301586
2016-01-31,20.0,0.1213178252194798
2016-02-29,0.25,0.1212747461899218
2016-02-29,0.5,0.1217083954345898
2016-02-29,1.0,0.1200544797488459
2016-02-29,2.0,0.118907230032426
2016-02-29,5.0,0.1193155662644432
2016-02-29,7.0,0.1197921759859187
2016-02-29,10.0,0.1202421800582629
2016-02-29,15.0,0.1218719434713296
2016-02-29,20.0,0.1212793864192023
2016-03-31,0.25,0.1274307360261825
2016-03-31,0.5,0.1263560537498774
2016-03-31,1.0,0.1274098395531603
2016-03-31,2.0,0.1268572939110263
2016-03-31,5.0,0.1263945737656732
2016-03-31,7.0,0.1271706906828222
2016-03-31,10.0,0.127812453196047
2016-03-31,15.0,0.1286139969928139
2016-03-31,20.0,0.1308747550718556
2016-04-30,0.25,0.1334860359771164
2016-04-30,0.5,0.1336887538740609
2016-04-30,1.0,0.1326937941492884
2016-04-30,2.0,0.1344338913100364
2016-04-30,5.0,0.136884620163541
2016-04-30,7.0,0.1375475718179425
2016-04-30,10.0,0.14031954586354
2016-04-30,15.0,0.1402831064888276
2016-04-30,20.0,0.1421680771413087
2016-05-31,0.25,0.128187270815477
2016-05-31,0.5,0.1286109830763395
2016-05-31,1.0,0.1292243576525452
2016-05-31,2.0,0.1304519021188654
2016-05-31,5.0,0.1344681578883394
2016-05-31,7.0,0.1324846359135111
2016-05-31,10.0,0.1340571187233965
2016-05-31,15.0,0.136552514689251
2016-05-31,20.0,0.137757559481888
2016-06-30,0.25,0.1189391990300622
2016-06-30,0.5,0.1188524150331957
2016-06-30,1.0,0.1182312973899542
2016-06-30,2.0,0.1194284776437128
2016-06-30,5.0,0.1200773450299759
2016-06-30,7.0,0.1199416082020716
2016-06-30,10.0,0.1213082741748066
2016-06-30,15.0,0.1217181557136301
2016-06-30,20.0,0.1217046476122278
